"","metric","variable","value","year","month","raw_value","untrans_value"
"1","Revenue AUD Mil","X2007.09",10179000000,"2007","09","10,179",10179
"2","Gross Margin %","X2007.09",NA,"2007","09","",NA
"3","Operating Income AUD Mil","X2007.09",5151000000,"2007","09","5,151",5151
"4","Operating Margin %","X2007.09",0.506,"2007","09","50.6",50.6
"5","Net Income AUD Mil","X2007.09",3453000000,"2007","09","3,453",3453
"6","Earnings Per Share AUD","X2007.09",1.83,"2007","09","1.83",1.83
"7","Dividends AUD","X2007.09",1.22,"2007","09","1.22",1.22
"8","Payout Ratio % *","X2007.09",0.703,"2007","09","70.3",70.3
"9","Shares Mil","X2007.09",1883000000,"2007","09","1,883",1883
"10","Book Value Per Share * AUD","X2007.09",7.04,"2007","09","7.04",7.04
"11","Operating Cash Flow AUD Mil","X2007.09",-1276000000,"2007","09","-1,276",-1276
"12","Cap Spending AUD Mil","X2007.09",-392000000,"2007","09","-392",-392
"13","Free Cash Flow AUD Mil","X2007.09",-1668000000,"2007","09","-1,668",-1668
"14","Free Cash Flow Per Share * AUD","X2007.09",-0.82,"2007","09","-0.82",-0.82
"15","Working Capital AUD Mil","X2007.09",NA,"2007","09","",NA
"16","Revenue","X2007.09",100,"2007","09","100.00",100
"17","COGS","X2007.09",NA,"2007","09","",NA
"18","Gross Margin","X2007.09",NA,"2007","09","",NA
"19","SG&A","X2007.09",26.02,"2007","09","26.02",26.02
"20","R&D","X2007.09",NA,"2007","09","",NA
"21","Other","X2007.09",18.64,"2007","09","18.64",18.64
"22","Operating Margin","X2007.09",50.61,"2007","09","50.61",50.61
"23","Net Int Inc & Other","X2007.09",-4.73,"2007","09","-4.73",-4.73
"24","EBT Margin","X2007.09",50.61,"2007","09","50.61",50.61
"25","Tax Rate %","X2007.09",0.3165,"2007","09","31.65",31.65
"26","Net Margin %","X2007.09",0.3393,"2007","09","33.93",33.93
"27","Asset Turnover (Average)","X2007.09",0.03,"2007","09","0.03",0.03
"28","Return on Assets %","X2007.09",0.0102,"2007","09","1.02",1.02
"29","Financial Leverage (Average)","X2007.09",23.54,"2007","09","23.54",23.54
"30","Return on Equity %","X2007.09",0.2295,"2007","09","22.95",22.95
"31","Return on Invested Capital %","X2007.09",NA,"2007","09","",NA
"32","Interest Coverage","X2007.09",NA,"2007","09","",NA
"33","Year over Year","X2007.09",10.56,"2007","09","10.56",10.56
"34","3-Year Average","X2007.09",8.32,"2007","09","8.32",8.32
"35","5-Year Average","X2007.09",6.98,"2007","09","6.98",6.98
"36","10-Year Average","X2007.09",7.18,"2007","09","7.18",7.18
"37","Year over Year","X2007.09",13.44,"2007","09","13.44",13.44
"38","3-Year Average","X2007.09",13.82,"2007","09","13.82",13.82
"39","5-Year Average","X2007.09",14.06,"2007","09","14.06",14.06
"40","10-Year Average","X2007.09",11.19,"2007","09","11.19",11.19
"41","Year over Year","X2007.09",12.57,"2007","09","12.57",12.57
"42","3-Year Average","X2007.09",10.23,"2007","09","10.23",10.23
"43","5-Year Average","X2007.09",9.52,"2007","09","9.52",9.52
"44","10-Year Average","X2007.09",10.35,"2007","09","10.35",10.35
"45","Year over Year","X2007.09",11.47,"2007","09","11.47",11.47
"46","3-Year Average","X2007.09",13.25,"2007","09","13.25",13.25
"47","5-Year Average","X2007.09",9.37,"2007","09","9.37",9.37
"48","10-Year Average","X2007.09",10.54,"2007","09","10.54",10.54
"49","Operating Cash Flow Growth % YOY","X2007.09",NA,"2007","09","",NA
"50","Free Cash Flow Growth % YOY","X2007.09",NA,"2007","09","",NA
"51","Cap Ex as a % of Sales","X2007.09",0.0385,"2007","09","3.85",3.85
"52","Free Cash Flow/Sales %","X2007.09",-0.1638,"2007","09","-16.38",-16.38
"53","Free Cash Flow/Net Income","X2007.09",-0.48,"2007","09","-0.48",-0.48
"54","Cash & Short-Term Investments","X2007.09",0.8,"2007","09","0.80",0.8
"55","Accounts Receivable","X2007.09",NA,"2007","09","",NA
"56","Inventory","X2007.09",NA,"2007","09","",NA
"57","Other Current Assets","X2007.09",NA,"2007","09","",NA
"58","Total Current Assets","X2007.09",NA,"2007","09","",NA
"59","Net PP&E","X2007.09",0.13,"2007","09","0.13",0.13
"60","Intangibles","X2007.09",0.8,"2007","09","0.80",0.8
"61","Other Long-Term Assets","X2007.09",NA,"2007","09","",NA
"62","Total Assets","X2007.09",100,"2007","09","100.00",100
"63","Accounts Payable","X2007.09",NA,"2007","09","",NA
"64","Short-Term Debt","X2007.09",23.24,"2007","09","23.24",23.24
"65","Taxes Payable","X2007.09",NA,"2007","09","",NA
"66","Accrued Liabilities","X2007.09",NA,"2007","09","",NA
"67","Other Short-Term Liabilities","X2007.09",NA,"2007","09","",NA
"68","Total Current Liabilities","X2007.09",NA,"2007","09","",NA
"69","Long-Term Debt","X2007.09",2.06,"2007","09","2.06",2.06
"70","Other Long-Term Liabilities","X2007.09",NA,"2007","09","",NA
"71","Total Liabilities","X2007.09",95.75,"2007","09","95.75",95.75
"72","Total Stockholders' Equity","X2007.09",4.25,"2007","09","4.25",4.25
"73","Total Liabilities & Equity","X2007.09",100,"2007","09","100.00",100
"74","Current Ratio","X2007.09",NA,"2007","09","",NA
"75","Quick Ratio","X2007.09",NA,"2007","09","",NA
"76","Financial Leverage","X2007.09",23.54,"2007","09","23.54",23.54
"77","Debt/Equity","X2007.09",0.48,"2007","09","0.48",0.48
"78","Days Sales Outstanding","X2007.09",NA,"2007","09","",NA
"79","Days Inventory","X2007.09",NA,"2007","09","",NA
"80","Payables Period","X2007.09",NA,"2007","09","",NA
"81","Cash Conversion Cycle","X2007.09",NA,"2007","09","",NA
"82","Receivables Turnover","X2007.09",NA,"2007","09","",NA
"83","Inventory Turnover","X2007.09",NA,"2007","09","",NA
"84","Fixed Assets Turnover","X2007.09",21.33,"2007","09","21.33",21.33
"85","Asset Turnover","X2007.09",0.03,"2007","09","0.03",0.03
"86","Revenue AUD Mil","X2008.09",11437000000,"2008","09","11,437",11437
"87","Gross Margin %","X2008.09",NA,"2008","09","",NA
"88","Operating Income AUD Mil","X2008.09",5227000000,"2008","09","5,227",5227
"89","Operating Margin %","X2008.09",0.457,"2008","09","45.7",45.7
"90","Net Income AUD Mil","X2008.09",3864000000,"2008","09","3,864",3864
"91","Earnings Per Share AUD","X2008.09",1.98,"2008","09","1.98",1.98
"92","Dividends AUD","X2008.09",1.34,"2008","09","1.34",1.34
"93","Payout Ratio % *","X2008.09",0.677,"2008","09","67.7",67.7
"94","Shares Mil","X2008.09",1948000000,"2008","09","1,948",1948
"95","Book Value Per Share * AUD","X2008.09",7.41,"2008","09","7.41",7.41
"96","Operating Cash Flow AUD Mil","X2008.09",-10742000000,"2008","09","-10,742",-10742
"97","Cap Spending AUD Mil","X2008.09",-444000000,"2008","09","-444",-444
"98","Free Cash Flow AUD Mil","X2008.09",-11186000000,"2008","09","-11,186",-11186
"99","Free Cash Flow Per Share * AUD","X2008.09",-4.54,"2008","09","-4.54",-4.54
"100","Working Capital AUD Mil","X2008.09",NA,"2008","09","",NA
"101","Revenue","X2008.09",100,"2008","09","100.00",100
"102","COGS","X2008.09",NA,"2008","09","",NA
"103","Gross Margin","X2008.09",NA,"2008","09","",NA
"104","SG&A","X2008.09",25.52,"2008","09","25.52",25.52
"105","R&D","X2008.09",NA,"2008","09","",NA
"106","Other","X2008.09",20.62,"2008","09","20.62",20.62
"107","Operating Margin","X2008.09",45.7,"2008","09","45.70",45.7
"108","Net Int Inc & Other","X2008.09",-8.15,"2008","09","-8.15",-8.15
"109","EBT Margin","X2008.09",45.7,"2008","09","45.70",45.7
"110","Tax Rate %","X2008.09",0.2467,"2008","09","24.67",24.67
"111","Net Margin %","X2008.09",0.3379,"2008","09","33.79",33.79
"112","Asset Turnover (Average)","X2008.09",0.03,"2008","09","0.03",0.03
"113","Return on Assets %","X2008.09",0.0095,"2008","09","0.95",0.95
"114","Financial Leverage (Average)","X2008.09",24.63,"2008","09","24.63",24.63
"115","Return on Equity %","X2008.09",0.2286,"2008","09","22.86",22.86
"116","Return on Invested Capital %","X2008.09",NA,"2008","09","",NA
"117","Interest Coverage","X2008.09",NA,"2008","09","",NA
"118","Year over Year","X2008.09",12.36,"2008","09","12.36",12.36
"119","3-Year Average","X2008.09",9.05,"2008","09","9.05",9.05
"120","5-Year Average","X2008.09",9.3,"2008","09","9.30",9.3
"121","10-Year Average","X2008.09",7.35,"2008","09","7.35",7.35
"122","Year over Year","X2008.09",1.46,"2008","09","1.46",1.46
"123","3-Year Average","X2008.09",7.94,"2008","09","7.94",7.94
"124","5-Year Average","X2008.09",12.41,"2008","09","12.41",12.41
"125","10-Year Average","X2008.09",11.06,"2008","09","11.06",11.06
"126","Year over Year","X2008.09",11.89,"2008","09","11.89",11.89
"127","3-Year Average","X2008.09",11.04,"2008","09","11.04",11.04
"128","5-Year Average","X2008.09",12.09,"2008","09","12.09",12.09
"129","10-Year Average","X2008.09",11.74,"2008","09","11.74",11.74
"130","Year over Year","X2008.09",8.16,"2008","09","8.16",8.16
"131","3-Year Average","X2008.09",11.59,"2008","09","11.59",11.59
"132","5-Year Average","X2008.09",11.72,"2008","09","11.72",11.72
"133","10-Year Average","X2008.09",11.97,"2008","09","11.97",11.97
"134","Operating Cash Flow Growth % YOY","X2008.09",NA,"2008","09","",NA
"135","Free Cash Flow Growth % YOY","X2008.09",NA,"2008","09","",NA
"136","Cap Ex as a % of Sales","X2008.09",0.0388,"2008","09","3.88",3.88
"137","Free Cash Flow/Sales %","X2008.09",-0.9781,"2008","09","-97.81",-97.81
"138","Free Cash Flow/Net Income","X2008.09",-2.89,"2008","09","-2.89",-2.89
"139","Cash & Short-Term Investments","X2008.09",1.09,"2008","09","1.09",1.09
"140","Accounts Receivable","X2008.09",NA,"2008","09","",NA
"141","Inventory","X2008.09",NA,"2008","09","",NA
"142","Other Current Assets","X2008.09",NA,"2008","09","",NA
"143","Total Current Assets","X2008.09",NA,"2008","09","",NA
"144","Net PP&E","X2008.09",0.11,"2008","09","0.11",0.11
"145","Intangibles","X2008.09",0.68,"2008","09","0.68",0.68
"146","Other Long-Term Assets","X2008.09",NA,"2008","09","",NA
"147","Total Assets","X2008.09",100,"2008","09","100.00",100
"148","Accounts Payable","X2008.09",NA,"2008","09","",NA
"149","Short-Term Debt","X2008.09",21.93,"2008","09","21.93",21.93
"150","Taxes Payable","X2008.09",NA,"2008","09","",NA
"151","Accrued Liabilities","X2008.09",NA,"2008","09","",NA
"152","Other Short-Term Liabilities","X2008.09",NA,"2008","09","",NA
"153","Total Current Liabilities","X2008.09",NA,"2008","09","",NA
"154","Long-Term Debt","X2008.09",1.98,"2008","09","1.98",1.98
"155","Other Long-Term Liabilities","X2008.09",NA,"2008","09","",NA
"156","Total Liabilities","X2008.09",95.94,"2008","09","95.94",95.94
"157","Total Stockholders' Equity","X2008.09",4.06,"2008","09","4.06",4.06
"158","Total Liabilities & Equity","X2008.09",100,"2008","09","100.00",100
"159","Current Ratio","X2008.09",NA,"2008","09","",NA
"160","Quick Ratio","X2008.09",NA,"2008","09","",NA
"161","Financial Leverage","X2008.09",24.63,"2008","09","24.63",24.63
"162","Debt/Equity","X2008.09",0.49,"2008","09","0.49",0.49
"163","Days Sales Outstanding","X2008.09",NA,"2008","09","",NA
"164","Days Inventory","X2008.09",NA,"2008","09","",NA
"165","Payables Period","X2008.09",NA,"2008","09","",NA
"166","Cash Conversion Cycle","X2008.09",NA,"2008","09","",NA
"167","Receivables Turnover","X2008.09",NA,"2008","09","",NA
"168","Inventory Turnover","X2008.09",NA,"2008","09","",NA
"169","Fixed Assets Turnover","X2008.09",22.97,"2008","09","22.97",22.97
"170","Asset Turnover","X2008.09",0.03,"2008","09","0.03",0.03
"171","Revenue AUD Mil","X2009.09",16505000000,"2009","09","16,505",16505
"172","Gross Margin %","X2009.09",NA,"2009","09","",NA
"173","Operating Income AUD Mil","X2009.09",6096000000,"2009","09","6,096",6096
"174","Operating Margin %","X2009.09",0.369,"2009","09","36.9",36.9
"175","Net Income AUD Mil","X2009.09",3446000000,"2009","09","3,446",3446
"176","Earnings Per Share AUD","X2009.09",1.22,"2009","09","1.22",1.22
"177","Dividends AUD","X2009.09",1.29,"2009","09","1.29",1.29
"178","Payout Ratio % *","X2009.09",1.057,"2009","09","105.7",105.7
"179","Shares Mil","X2009.09",2816000000,"2009","09","2,816",2816
"180","Book Value Per Share * AUD","X2009.09",10.33,"2009","09","10.33",10.33
"181","Operating Cash Flow AUD Mil","X2009.09",20761000000,"2009","09","20,761",20761
"182","Cap Spending AUD Mil","X2009.09",-580000000,"2009","09","-580",-580
"183","Free Cash Flow AUD Mil","X2009.09",20181000000,"2009","09","20,181",20181
"184","Free Cash Flow Per Share * AUD","X2009.09",6.33,"2009","09","6.33",6.33
"185","Working Capital AUD Mil","X2009.09",NA,"2009","09","",NA
"186","Revenue","X2009.09",100,"2009","09","100.00",100
"187","COGS","X2009.09",NA,"2009","09","",NA
"188","Gross Margin","X2009.09",NA,"2009","09","",NA
"189","SG&A","X2009.09",NA,"2009","09","",NA
"190","R&D","X2009.09",NA,"2009","09","",NA
"191","Other","X2009.09",63.07,"2009","09","63.07",63.07
"192","Operating Margin","X2009.09",36.93,"2009","09","36.93",36.93
"193","Net Int Inc & Other","X2009.09",NA,"2009","09","",NA
"194","EBT Margin","X2009.09",36.93,"2009","09","36.93",36.93
"195","Tax Rate %","X2009.09",0.4231,"2009","09","42.31",42.31
"196","Net Margin %","X2009.09",0.2088,"2009","09","20.88",20.88
"197","Asset Turnover (Average)","X2009.09",0.03,"2009","09","0.03",0.03
"198","Return on Assets %","X2009.09",0.0067,"2009","09","0.67",0.67
"199","Financial Leverage (Average)","X2009.09",17.02,"2009","09","17.02",17.02
"200","Return on Equity %","X2009.09",0.1312,"2009","09","13.12",13.12
"201","Return on Invested Capital %","X2009.09",NA,"2009","09","",NA
"202","Interest Coverage","X2009.09",NA,"2009","09","",NA
"203","Year over Year","X2009.09",44.32,"2009","09","44.32",44.32
"204","3-Year Average","X2009.09",21.48,"2009","09","21.48",21.48
"205","5-Year Average","X2009.09",15.56,"2009","09","15.56",15.56
"206","10-Year Average","X2009.09",11.1,"2009","09","11.10",11.1
"207","Year over Year","X2009.09",16.63,"2009","09","16.63",16.63
"208","3-Year Average","X2009.09",10.31,"2009","09","10.31",10.31
"209","5-Year Average","X2009.09",11.78,"2009","09","11.78",11.78
"210","10-Year Average","X2009.09",10.97,"2009","09","10.97",10.97
"211","Year over Year","X2009.09",-10.82,"2009","09","-10.82",-10.82
"212","3-Year Average","X2009.09",3.95,"2009","09","3.95",3.95
"213","5-Year Average","X2009.09",5.97,"2009","09","5.97",5.97
"214","10-Year Average","X2009.09",8.99,"2009","09","8.99",8.99
"215","Year over Year","X2009.09",-38.31,"2009","09","-38.31",-38.31
"216","3-Year Average","X2009.09",-9.4,"2009","09","-9.40",-9.4
"217","5-Year Average","X2009.09",-0.62,"2009","09","-0.62",-0.62
"218","10-Year Average","X2009.09",4.95,"2009","09","4.95",4.95
"219","Operating Cash Flow Growth % YOY","X2009.09",NA,"2009","09","",NA
"220","Free Cash Flow Growth % YOY","X2009.09",NA,"2009","09","",NA
"221","Cap Ex as a % of Sales","X2009.09",0.0351,"2009","09","3.51",3.51
"222","Free Cash Flow/Sales %","X2009.09",1.2227,"2009","09","122.27",122.27
"223","Free Cash Flow/Net Income","X2009.09",5.86,"2009","09","5.86",5.86
"224","Cash & Short-Term Investments","X2009.09",0.55,"2009","09","0.55",0.55
"225","Accounts Receivable","X2009.09",3.11,"2009","09","3.11",3.11
"226","Inventory","X2009.09",NA,"2009","09","",NA
"227","Other Current Assets","X2009.09",NA,"2009","09","",NA
"228","Total Current Assets","X2009.09",NA,"2009","09","",NA
"229","Net PP&E","X2009.09",0.15,"2009","09","0.15",0.15
"230","Intangibles","X2009.09",1.96,"2009","09","1.96",1.96
"231","Other Long-Term Assets","X2009.09",NA,"2009","09","",NA
"232","Total Assets","X2009.09",100,"2009","09","100.00",100
"233","Accounts Payable","X2009.09",1.57,"2009","09","1.57",1.57
"234","Short-Term Debt","X2009.09",0.28,"2009","09","0.28",0.28
"235","Taxes Payable","X2009.09",NA,"2009","09","",NA
"236","Accrued Liabilities","X2009.09",NA,"2009","09","",NA
"237","Other Short-Term Liabilities","X2009.09",NA,"2009","09","",NA
"238","Total Current Liabilities","X2009.09",NA,"2009","09","",NA
"239","Long-Term Debt","X2009.09",23.73,"2009","09","23.73",23.73
"240","Other Long-Term Liabilities","X2009.09",NA,"2009","09","",NA
"241","Total Liabilities","X2009.09",94.13,"2009","09","94.13",94.13
"242","Total Stockholders' Equity","X2009.09",5.87,"2009","09","5.87",5.87
"243","Total Liabilities & Equity","X2009.09",100,"2009","09","100.00",100
"244","Current Ratio","X2009.09",NA,"2009","09","",NA
"245","Quick Ratio","X2009.09",NA,"2009","09","",NA
"246","Financial Leverage","X2009.09",17.02,"2009","09","17.02",17.02
"247","Debt/Equity","X2009.09",4.04,"2009","09","4.04",4.04
"248","Days Sales Outstanding","X2009.09",NA,"2009","09","",NA
"249","Days Inventory","X2009.09",NA,"2009","09","",NA
"250","Payables Period","X2009.09",NA,"2009","09","",NA
"251","Cash Conversion Cycle","X2009.09",NA,"2009","09","",NA
"252","Receivables Turnover","X2009.09",NA,"2009","09","",NA
"253","Inventory Turnover","X2009.09",NA,"2009","09","",NA
"254","Fixed Assets Turnover","X2009.09",23.68,"2009","09","23.68",23.68
"255","Asset Turnover","X2009.09",0.03,"2009","09","0.03",0.03
"256","Revenue AUD Mil","X2010.09",16910000000,"2010","09","16,910",16910
"257","Gross Margin %","X2010.09",NA,"2010","09","",NA
"258","Operating Income AUD Mil","X2010.09",8038000000,"2010","09","8,038",8038
"259","Operating Margin %","X2010.09",0.475,"2010","09","47.5",47.5
"260","Net Income AUD Mil","X2010.09",6346000000,"2010","09","6,346",6346
"261","Earnings Per Share AUD","X2010.09",2.06,"2010","09","2.06",2.06
"262","Dividends AUD","X2010.09",1.23,"2010","09","1.23",1.23
"263","Payout Ratio % *","X2010.09",0.597,"2010","09","59.7",59.7
"264","Shares Mil","X2010.09",3141000000,"2010","09","3,141",3141
"265","Book Value Per Share * AUD","X2010.09",12.35,"2010","09","12.35",12.35
"266","Operating Cash Flow AUD Mil","X2010.09",468000000,"2010","09","468",468
"267","Cap Spending AUD Mil","X2010.09",-874000000,"2010","09","-874",-874
"268","Free Cash Flow AUD Mil","X2010.09",-406000000,"2010","09","-406",-406
"269","Free Cash Flow Per Share * AUD","X2010.09",-0.13,"2010","09","-0.13",-0.13
"270","Working Capital AUD Mil","X2010.09",NA,"2010","09","",NA
"271","Revenue","X2010.09",100,"2010","09","100.00",100
"272","COGS","X2010.09",NA,"2010","09","",NA
"273","Gross Margin","X2010.09",NA,"2010","09","",NA
"274","SG&A","X2010.09",NA,"2010","09","",NA
"275","R&D","X2010.09",NA,"2010","09","",NA
"276","Other","X2010.09",52.47,"2010","09","52.47",52.47
"277","Operating Margin","X2010.09",47.53,"2010","09","47.53",47.53
"278","Net Int Inc & Other","X2010.09",NA,"2010","09","",NA
"279","EBT Margin","X2010.09",47.53,"2010","09","47.53",47.53
"280","Tax Rate %","X2010.09",0.2023,"2010","09","20.23",20.23
"281","Net Margin %","X2010.09",0.3753,"2010","09","37.53",37.53
"282","Asset Turnover (Average)","X2010.09",0.03,"2010","09","0.03",0.03
"283","Return on Assets %","X2010.09",0.0105,"2010","09","1.05",1.05
"284","Financial Leverage (Average)","X2010.09",16.19,"2010","09","16.19",16.19
"285","Return on Equity %","X2010.09",0.1743,"2010","09","17.43",17.43
"286","Return on Invested Capital %","X2010.09",NA,"2010","09","",NA
"287","Interest Coverage","X2010.09",NA,"2010","09","",NA
"288","Year over Year","X2010.09",2.45,"2010","09","2.45",2.45
"289","3-Year Average","X2010.09",18.43,"2010","09","18.43",18.43
"290","5-Year Average","X2010.09",13.91,"2010","09","13.91",13.91
"291","10-Year Average","X2010.09",10.46,"2010","09","10.46",10.46
"292","Year over Year","X2010.09",31.86,"2010","09","31.86",31.86
"293","3-Year Average","X2010.09",15.99,"2010","09","15.99",15.99
"294","5-Year Average","X2010.09",14.1,"2010","09","14.10",14.1
"295","10-Year Average","X2010.09",12.18,"2010","09","12.18",12.18
"296","Year over Year","X2010.09",84.16,"2010","09","84.16",84.16
"297","3-Year Average","X2010.09",22.48,"2010","09","22.48",22.48
"298","5-Year Average","X2010.09",17.59,"2010","09","17.59",17.59
"299","10-Year Average","X2010.09",13.98,"2010","09","13.98",13.98
"300","Year over Year","X2010.09",68.1,"2010","09","68.10",68.1
"301","3-Year Average","X2010.09",3.9,"2010","09","3.90",3.9
"302","5-Year Average","X2010.09",7.58,"2010","09","7.58",7.58
"303","10-Year Average","X2010.09",8.98,"2010","09","8.98",8.98
"304","Operating Cash Flow Growth % YOY","X2010.09",NA,"2010","09","",NA
"305","Free Cash Flow Growth % YOY","X2010.09",NA,"2010","09","",NA
"306","Cap Ex as a % of Sales","X2010.09",0.0517,"2010","09","5.17",5.17
"307","Free Cash Flow/Sales %","X2010.09",-0.024,"2010","09","-2.40",-2.4
"308","Free Cash Flow/Net Income","X2010.09",-0.06,"2010","09","-0.06",-0.06
"309","Cash & Short-Term Investments","X2010.09",0.94,"2010","09","0.94",0.94
"310","Accounts Receivable","X2010.09",2.04,"2010","09","2.04",2.04
"311","Inventory","X2010.09",NA,"2010","09","",NA
"312","Other Current Assets","X2010.09",NA,"2010","09","",NA
"313","Total Current Assets","X2010.09",NA,"2010","09","",NA
"314","Net PP&E","X2010.09",0.16,"2010","09","0.16",0.16
"315","Intangibles","X2010.09",1.86,"2010","09","1.86",1.86
"316","Other Long-Term Assets","X2010.09",NA,"2010","09","",NA
"317","Total Assets","X2010.09",100,"2010","09","100.00",100
"318","Accounts Payable","X2010.09",NA,"2010","09","",NA
"319","Short-Term Debt","X2010.09",0.1,"2010","09","0.10",0.1
"320","Taxes Payable","X2010.09",NA,"2010","09","",NA
"321","Accrued Liabilities","X2010.09",NA,"2010","09","",NA
"322","Other Short-Term Liabilities","X2010.09",NA,"2010","09","",NA
"323","Total Current Liabilities","X2010.09",NA,"2010","09","",NA
"324","Long-Term Debt","X2010.09",25.46,"2010","09","25.46",25.46
"325","Other Long-Term Liabilities","X2010.09",NA,"2010","09","",NA
"326","Total Liabilities","X2010.09",93.82,"2010","09","93.82",93.82
"327","Total Stockholders' Equity","X2010.09",6.18,"2010","09","6.18",6.18
"328","Total Liabilities & Equity","X2010.09",100,"2010","09","100.00",100
"329","Current Ratio","X2010.09",NA,"2010","09","",NA
"330","Quick Ratio","X2010.09",NA,"2010","09","",NA
"331","Financial Leverage","X2010.09",16.19,"2010","09","16.19",16.19
"332","Debt/Equity","X2010.09",4.12,"2010","09","4.12",4.12
"333","Days Sales Outstanding","X2010.09",NA,"2010","09","",NA
"334","Days Inventory","X2010.09",NA,"2010","09","",NA
"335","Payables Period","X2010.09",NA,"2010","09","",NA
"336","Cash Conversion Cycle","X2010.09",NA,"2010","09","",NA
"337","Receivables Turnover","X2010.09",NA,"2010","09","",NA
"338","Inventory Turnover","X2010.09",NA,"2010","09","",NA
"339","Fixed Assets Turnover","X2010.09",17.82,"2010","09","17.82",17.82
"340","Asset Turnover","X2010.09",0.03,"2010","09","0.03",0.03
"341","Revenue AUD Mil","X2011.09",16913000000,"2011","09","16,913",16913
"342","Gross Margin %","X2011.09",NA,"2011","09","",NA
"343","Operating Income AUD Mil","X2011.09",8514000000,"2011","09","8,514",8514
"344","Operating Margin %","X2011.09",0.503,"2011","09","50.3",50.3
"345","Net Income AUD Mil","X2011.09",6991000000,"2011","09","6,991",6991
"346","Earnings Per Share AUD","X2011.09",2.22,"2011","09","2.22",2.22
"347","Dividends AUD","X2011.09",1.52,"2011","09","1.52",1.52
"348","Payout Ratio % *","X2011.09",0.688,"2011","09","68.8",68.8
"349","Shares Mil","X2011.09",3148000000,"2011","09","3,148",3148
"350","Book Value Per Share * AUD","X2011.09",13.38,"2011","09","13.38",13.38
"351","Operating Cash Flow AUD Mil","X2011.09",-12014000000,"2011","09","-12,014",-12014
"352","Cap Spending AUD Mil","X2011.09",-1144000000,"2011","09","-1,144",-1144
"353","Free Cash Flow AUD Mil","X2011.09",-13158000000,"2011","09","-13,158",-13158
"354","Free Cash Flow Per Share * AUD","X2011.09",-4.01,"2011","09","-4.01",-4.01
"355","Working Capital AUD Mil","X2011.09",NA,"2011","09","",NA
"356","Revenue","X2011.09",100,"2011","09","100.00",100
"357","COGS","X2011.09",NA,"2011","09","",NA
"358","Gross Margin","X2011.09",NA,"2011","09","",NA
"359","SG&A","X2011.09",43.79,"2011","09","43.79",43.79
"360","R&D","X2011.09",NA,"2011","09","",NA
"361","Other","X2011.09",5.87,"2011","09","5.87",5.87
"362","Operating Margin","X2011.09",50.34,"2011","09","50.34",50.34
"363","Net Int Inc & Other","X2011.09",NA,"2011","09","",NA
"364","EBT Margin","X2011.09",50.34,"2011","09","50.34",50.34
"365","Tax Rate %","X2011.09",0.1709,"2011","09","17.09",17.09
"366","Net Margin %","X2011.09",0.4134,"2011","09","41.34",41.34
"367","Asset Turnover (Average)","X2011.09",0.03,"2011","09","0.03",0.03
"368","Return on Assets %","X2011.09",0.0109,"2011","09","1.09",1.09
"369","Financial Leverage (Average)","X2011.09",16.02,"2011","09","16.02",16.02
"370","Return on Equity %","X2011.09",0.1747,"2011","09","17.47",17.47
"371","Return on Invested Capital %","X2011.09",NA,"2011","09","",NA
"372","Interest Coverage","X2011.09",NA,"2011","09","",NA
"373","Year over Year","X2011.09",0.02,"2011","09","0.02",0.02
"374","3-Year Average","X2011.09",13.93,"2011","09","13.93",13.93
"375","5-Year Average","X2011.09",12.93,"2011","09","12.93",12.93
"376","10-Year Average","X2011.09",7.85,"2011","09","7.85",7.85
"377","Year over Year","X2011.09",5.92,"2011","09","5.92",5.92
"378","3-Year Average","X2011.09",17.66,"2011","09","17.66",17.66
"379","5-Year Average","X2011.09",13.39,"2011","09","13.39",13.39
"380","10-Year Average","X2011.09",12.65,"2011","09","12.65",12.65
"381","Year over Year","X2011.09",10.16,"2011","09","10.16",10.16
"382","3-Year Average","X2011.09",21.85,"2011","09","21.85",21.85
"383","5-Year Average","X2011.09",17.91,"2011","09","17.91",17.91
"384","10-Year Average","X2011.09",13.9,"2011","09","13.90",13.9
"385","Year over Year","X2011.09",7.97,"2011","09","7.97",7.97
"386","3-Year Average","X2011.09",3.84,"2011","09","3.84",3.84
"387","5-Year Average","X2011.09",6.18,"2011","09","6.18",6.18
"388","10-Year Average","X2011.09",8.16,"2011","09","8.16",8.16
"389","Operating Cash Flow Growth % YOY","X2011.09",NA,"2011","09","",NA
"390","Free Cash Flow Growth % YOY","X2011.09",NA,"2011","09","",NA
"391","Cap Ex as a % of Sales","X2011.09",0.0676,"2011","09","6.76",6.76
"392","Free Cash Flow/Sales %","X2011.09",-0.778,"2011","09","-77.80",-77.8
"393","Free Cash Flow/Net Income","X2011.09",-1.88,"2011","09","-1.88",-1.88
"394","Cash & Short-Term Investments","X2011.09",2.69,"2011","09","2.69",2.69
"395","Accounts Receivable","X2011.09",1.28,"2011","09","1.28",1.28
"396","Inventory","X2011.09",NA,"2011","09","",NA
"397","Other Current Assets","X2011.09",NA,"2011","09","",NA
"398","Total Current Assets","X2011.09",NA,"2011","09","",NA
"399","Net PP&E","X2011.09",0.17,"2011","09","0.17",0.17
"400","Intangibles","X2011.09",1.76,"2011","09","1.76",1.76
"401","Other Long-Term Assets","X2011.09",NA,"2011","09","",NA
"402","Total Assets","X2011.09",100,"2011","09","100.00",100
"403","Accounts Payable","X2011.09",2.17,"2011","09","2.17",2.17
