"","metric","variable","value","year","month","raw_value","untrans_value"
"413","Total Liabilities & Equity","X2010.12",100,"2010","12","100.00",100
"414","Current Ratio","X2010.12",NA,"2010","12","",NA
"415","Quick Ratio","X2010.12",NA,"2010","12","",NA
"416","Financial Leverage","X2010.12",14.05,"2010","12","14.05",14.05
"417","Debt/Equity","X2010.12",0.18,"2010","12","0.18",0.18
"418","Days Sales Outstanding","X2010.12",NA,"2010","12","",NA
"419","Days Inventory","X2010.12",NA,"2010","12","",NA
"420","Payables Period","X2010.12",NA,"2010","12","",NA
"421","Cash Conversion Cycle","X2010.12",NA,"2010","12","",NA
"422","Receivables Turnover","X2010.12",NA,"2010","12","",NA
"423","Inventory Turnover","X2010.12",NA,"2010","12","",NA
"424","Fixed Assets Turnover","X2010.12",NA,"2010","12","",NA
"425","Asset Turnover","X2010.12",0.16,"2010","12","0.16",0.16
"426","Revenue EUR Mil","X2011.12",96492000000,"2011","12","96,492",96492
"427","Gross Margin %","X2011.12",NA,"2011","12","",NA
"428","Operating Income EUR Mil","X2011.12",4846000000,"2011","12","4,846",4846
"429","Operating Margin %","X2011.12",0.05,"2011","12","5.0",5
"430","Net Income EUR Mil","X2011.12",2545000000,"2011","12","2,545",2545
"431","Earnings Per Share EUR","X2011.12",5.48,"2011","12","5.48",5.48
"432","Dividends EUR","X2011.12",4.5,"2011","12","4.50",4.5
"433","Payout Ratio % *","X2011.12",0.65,"2011","12","65.0",65
"434","Shares Mil","X2011.12",453000000,"2011","12","453",453
"435","Book Value Per Share * EUR","X2011.12",123.94,"2011","12","123.94",123.94
"436","Operating Cash Flow EUR Mil","X2011.12",16642000000,"2011","12","16,642",16642
"437","Cap Spending EUR Mil","X2011.12",-1201000000,"2011","12","-1,201",-1201
"438","Free Cash Flow EUR Mil","X2011.12",15441000000,"2011","12","15,441",15441
"439","Free Cash Flow Per Share * EUR","X2011.12",45.07,"2011","12","45.07",45.07
"440","Working Capital EUR Mil","X2011.12",NA,"2011","12","",NA
"441","Revenue","X2011.12",100,"2011","12","100.00",100
"442","COGS","X2011.12",NA,"2011","12","",NA
"443","Gross Margin","X2011.12",NA,"2011","12","",NA
"444","SG&A","X2011.12",21.52,"2011","12","21.52",21.52
"445","R&D","X2011.12",NA,"2011","12","",NA
"446","Other","X2011.12",73.46,"2011","12","73.46",73.46
"447","Operating Margin","X2011.12",5.02,"2011","12","5.02",5.02
"448","Net Int Inc & Other","X2011.12",NA,"2011","12","",NA
"449","EBT Margin","X2011.12",5.02,"2011","12","5.02",5.02
"450","Tax Rate %","X2011.12",0.4214,"2011","12","42.14",42.14
"451","Net Margin %","X2011.12",0.0264,"2011","12","2.64",2.64
"452","Asset Turnover (Average)","X2011.12",0.15,"2011","12","0.15",0.15
"453","Return on Assets %","X2011.12",0.004,"2011","12","0.40",0.4
"454","Financial Leverage (Average)","X2011.12",14.28,"2011","12","14.28",14.28
"455","Return on Equity %","X2011.12",0.0569,"2011","12","5.69",5.69
"456","Return on Invested Capital %","X2011.12",NA,"2011","12","",NA
"457","Interest Coverage","X2011.12",NA,"2011","12","",NA
"458","Year over Year","X2011.12",0.33,"2011","12","0.33",0.33
"459","3-Year Average","X2011.12",1.82,"2011","12","1.82",1.82
"460","5-Year Average","X2011.12",-0.69,"2011","12","-0.69",-0.69
"461","10-Year Average","X2011.12",0.06,"2011","12","0.06",0.06
"462","Year over Year","X2011.12",-32.44,"2011","12","-32.44",-32.44
"463","3-Year Average","X2011.12",-3.97,"2011","12","-3.97",-3.97
"464","5-Year Average","X2011.12",-21.33,"2011","12","-21.33",-21.33
"465","10-Year Average","X2011.12",-6.78,"2011","12","-6.78",-6.78
"466","Year over Year","X2011.12",-49.63,"2011","12","-49.63",-49.63
"467","3-Year Average","X2011.12",NA,"2011","12","",NA
"468","5-Year Average","X2011.12",-18.37,"2011","12","-18.37",-18.37
"469","10-Year Average","X2011.12",4.6,"2011","12","4.60",4.6
"470","Year over Year","X2011.12",-50.72,"2011","12","-50.72",-50.72
"471","3-Year Average","X2011.12",NA,"2011","12","",NA
"472","5-Year Average","X2011.12",-20.05,"2011","12","-20.05",-20.05
"473","10-Year Average","X2011.12",-1.93,"2011","12","-1.93",-1.93
"474","Operating Cash Flow Growth % YOY","X2011.12",7.97,"2011","12","797.00",797
"475","Free Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"476","Cap Ex as a % of Sales","X2011.12",0.0124,"2011","12","1.24",1.24
"477","Free Cash Flow/Sales %","X2011.12",0.16,"2011","12","16.00",16
"478","Free Cash Flow/Net Income","X2011.12",6.07,"2011","12","6.07",6.07
"479","Cash & Short-Term Investments","X2011.12",12.85,"2011","12","12.85",12.85
"480","Accounts Receivable","X2011.12",NA,"2011","12","",NA
"481","Inventory","X2011.12",NA,"2011","12","",NA
"482","Other Current Assets","X2011.12",NA,"2011","12","",NA
"483","Total Current Assets","X2011.12",NA,"2011","12","",NA
"484","Net PP&E","X2011.12",NA,"2011","12","",NA
"485","Intangibles","X2011.12",2.07,"2011","12","2.07",2.07
"486","Other Long-Term Assets","X2011.12",NA,"2011","12","",NA
"487","Total Assets","X2011.12",100,"2011","12","100.00",100
"488","Accounts Payable","X2011.12",NA,"2011","12","",NA
"489","Short-Term Debt","X2011.12",3.45,"2011","12","3.45",3.45
"490","Taxes Payable","X2011.12",NA,"2011","12","",NA
"491","Accrued Liabilities","X2011.12",NA,"2011","12","",NA
"492","Other Short-Term Liabilities","X2011.12",NA,"2011","12","",NA
"493","Total Current Liabilities","X2011.12",NA,"2011","12","",NA
"494","Long-Term Debt","X2011.12",1.19,"2011","12","1.19",1.19
"495","Other Long-Term Liabilities","X2011.12",NA,"2011","12","",NA
"496","Total Liabilities","X2011.12",93,"2011","12","93.00",93
"497","Total Stockholders' Equity","X2011.12",7,"2011","12","7.00",7
"498","Total Liabilities & Equity","X2011.12",100,"2011","12","100.00",100
"499","Current Ratio","X2011.12",NA,"2011","12","",NA
"500","Quick Ratio","X2011.12",NA,"2011","12","",NA
"501","Financial Leverage","X2011.12",14.28,"2011","12","14.28",14.28
"502","Debt/Equity","X2011.12",0.17,"2011","12","0.17",0.17
"503","Days Sales Outstanding","X2011.12",NA,"2011","12","",NA
"504","Days Inventory","X2011.12",NA,"2011","12","",NA
"505","Payables Period","X2011.12",NA,"2011","12","",NA
"506","Cash Conversion Cycle","X2011.12",NA,"2011","12","",NA
"507","Receivables Turnover","X2011.12",NA,"2011","12","",NA
"508","Inventory Turnover","X2011.12",NA,"2011","12","",NA
"509","Fixed Assets Turnover","X2011.12",NA,"2011","12","",NA
"510","Asset Turnover","X2011.12",0.15,"2011","12","0.15",0.15
"511","Revenue EUR Mil","X2012.12",101759000000,"2012","12","101,759",101759
"512","Gross Margin %","X2012.12",NA,"2012","12","",NA
"513","Operating Income EUR Mil","X2012.12",8719000000,"2012","12","8,719",8719
"514","Operating Margin %","X2012.12",0.086,"2012","12","8.6",8.6
"515","Net Income EUR Mil","X2012.12",5231000000,"2012","12","5,231",5231
"516","Earnings Per Share EUR","X2012.12",11.48,"2012","12","11.48",11.48
"517","Dividends EUR","X2012.12",4.5,"2012","12","4.50",4.5
"518","Payout Ratio % *","X2012.12",0.396,"2012","12","39.6",39.6
"519","Shares Mil","X2012.12",454000000,"2012","12","454",454
"520","Book Value Per Share * EUR","X2012.12",155.33,"2012","12","155.33",155.33
"521","Operating Cash Flow EUR Mil","X2012.12",17793000000,"2012","12","17,793",17793
"522","Cap Spending EUR Mil","X2012.12",-1378000000,"2012","12","-1,378",-1378
"523","Free Cash Flow EUR Mil","X2012.12",16415000000,"2012","12","16,415",16415
"524","Free Cash Flow Per Share * EUR","X2012.12",47.95,"2012","12","47.95",47.95
"525","Working Capital EUR Mil","X2012.12",NA,"2012","12","",NA
"526","Revenue","X2012.12",100,"2012","12","100.00",100
"527","COGS","X2012.12",NA,"2012","12","",NA
"528","Gross Margin","X2012.12",NA,"2012","12","",NA
"529","SG&A","X2012.12",NA,"2012","12","",NA
"530","R&D","X2012.12",NA,"2012","12","",NA
"531","Other","X2012.12",91.43,"2012","12","91.43",91.43
"532","Operating Margin","X2012.12",8.57,"2012","12","8.57",8.57
"533","Net Int Inc & Other","X2012.12",NA,"2012","12","",NA
"534","EBT Margin","X2012.12",8.57,"2012","12","8.57",8.57
"535","Tax Rate %","X2012.12",0.3638,"2012","12","36.38",36.38
"536","Net Margin %","X2012.12",0.0508,"2012","12","5.08",5.08
"537","Asset Turnover (Average)","X2012.12",0.15,"2012","12","0.15",0.15
"538","Return on Assets %","X2012.12",0.0077,"2012","12","0.77",0.77
"539","Financial Leverage (Average)","X2012.12",12.97,"2012","12","12.97",12.97
"540","Return on Equity %","X2012.12",0.105,"2012","12","10.50",10.5
"541","Return on Invested Capital %","X2012.12",NA,"2012","12","",NA
"542","Interest Coverage","X2012.12",NA,"2012","12","",NA
"543","Year over Year","X2012.12",5.46,"2012","12","5.46",5.46
"544","3-Year Average","X2012.12",3.93,"2012","12","3.93",3.93
"545","5-Year Average","X2012.12",-0.19,"2012","12","-0.19",-0.19
"546","10-Year Average","X2012.12",-0.56,"2012","12","-0.56",-0.56
"547","Year over Year","X2012.12",78.11,"2012","12","78.11",78.11
"548","3-Year Average","X2012.12",17.44,"2012","12","17.44",17.44
"549","5-Year Average","X2012.12",-13.9,"2012","12","-13.90",-13.9
"550","10-Year Average","X2012.12",-0.89,"2012","12","-0.89",-0.89
"551","Year over Year","X2012.12",103.1,"2012","12","103.10",103.1
"552","3-Year Average","X2012.12",6.35,"2012","12","6.35",6.35
"553","5-Year Average","X2012.12",-8.29,"2012","12","-8.29",-8.29
"554","10-Year Average","X2012.12",NA,"2012","12","",NA
"555","Year over Year","X2012.12",106.93,"2012","12","106.93",106.93
"556","3-Year Average","X2012.12",6.08,"2012","12","6.08",6.08
"557","5-Year Average","X2012.12",-8.53,"2012","12","-8.53",-8.53
"558","10-Year Average","X2012.12",NA,"2012","12","",NA
"559","Operating Cash Flow Growth % YOY","X2012.12",6.92,"2012","12","692.00",692
"560","Free Cash Flow Growth % YOY","X2012.12",6.31,"2012","12","631.00",631
"561","Cap Ex as a % of Sales","X2012.12",0.0135,"2012","12","1.35",1.35
"562","Free Cash Flow/Sales %","X2012.12",0.1613,"2012","12","16.13",16.13
"563","Free Cash Flow/Net Income","X2012.12",3.14,"2012","12","3.14",3.14
"564","Cash & Short-Term Investments","X2012.12",59.61,"2012","12","59.61",59.61
"565","Accounts Receivable","X2012.12",NA,"2012","12","",NA
"566","Inventory","X2012.12",NA,"2012","12","",NA
"567","Other Current Assets","X2012.12",NA,"2012","12","",NA
"568","Total Current Assets","X2012.12",NA,"2012","12","",NA
"569","Net PP&E","X2012.12",NA,"2012","12","",NA
"570","Intangibles","X2012.12",1.88,"2012","12","1.88",1.88
"571","Other Long-Term Assets","X2012.12",NA,"2012","12","",NA
"572","Total Assets","X2012.12",100,"2012","12","100.00",100
"573","Accounts Payable","X2012.12",NA,"2012","12","",NA
"574","Short-Term Debt","X2012.12",NA,"2012","12","",NA
"575","Taxes Payable","X2012.12",NA,"2012","12","",NA
"576","Accrued Liabilities","X2012.12",NA,"2012","12","",NA
"577","Other Short-Term Liabilities","X2012.12",NA,"2012","12","",NA
"578","Total Current Liabilities","X2012.12",NA,"2012","12","",NA
"579","Long-Term Debt","X2012.12",3.23,"2012","12","3.23",3.23
"580","Other Long-Term Liabilities","X2012.12",NA,"2012","12","",NA
"581","Total Liabilities","X2012.12",92.29,"2012","12","92.29",92.29
"582","Total Stockholders' Equity","X2012.12",7.71,"2012","12","7.71",7.71
"583","Total Liabilities & Equity","X2012.12",100,"2012","12","100.00",100
"584","Current Ratio","X2012.12",NA,"2012","12","",NA
"585","Quick Ratio","X2012.12",NA,"2012","12","",NA
"586","Financial Leverage","X2012.12",12.97,"2012","12","12.97",12.97
"587","Debt/Equity","X2012.12",0.42,"2012","12","0.42",0.42
"588","Days Sales Outstanding","X2012.12",NA,"2012","12","",NA
"589","Days Inventory","X2012.12",NA,"2012","12","",NA
"590","Payables Period","X2012.12",NA,"2012","12","",NA
"591","Cash Conversion Cycle","X2012.12",NA,"2012","12","",NA
"592","Receivables Turnover","X2012.12",NA,"2012","12","",NA
"593","Inventory Turnover","X2012.12",NA,"2012","12","",NA
"594","Fixed Assets Turnover","X2012.12",NA,"2012","12","",NA
"595","Asset Turnover","X2012.12",0.15,"2012","12","0.15",0.15
"596","Revenue EUR Mil","X2013.12",101415000000,"2013","12","101,415",101415
"597","Gross Margin %","X2013.12",NA,"2013","12","",NA
"598","Operating Income EUR Mil","X2013.12",9643000000,"2013","12","9,643",9643
"599","Operating Margin %","X2013.12",0.095,"2013","12","9.5",9.5
"600","Net Income EUR Mil","X2013.12",5996000000,"2013","12","5,996",5996
"601","Earnings Per Share EUR","X2013.12",13.05,"2013","12","13.05",13.05
"602","Dividends EUR","X2013.12",4.5,"2013","12","4.50",4.5
"603","Payout Ratio % *","X2013.12",0.349,"2013","12","34.9",34.9
"604","Shares Mil","X2013.12",453000000,"2013","12","453",453
"605","Book Value Per Share * EUR","X2013.12",148.42,"2013","12","148.42",148.42
"606","Operating Cash Flow EUR Mil","X2013.12",23239000000,"2013","12","23,239",23239
"607","Cap Spending EUR Mil","X2013.12",-1484000000,"2013","12","-1,484",-1484
"608","Free Cash Flow EUR Mil","X2013.12",21755000000,"2013","12","21,755",21755
"609","Free Cash Flow Per Share * EUR","X2013.12",59.2,"2013","12","59.20",59.2
"610","Working Capital EUR Mil","X2013.12",NA,"2013","12","",NA
"611","Revenue","X2013.12",100,"2013","12","100.00",100
"612","COGS","X2013.12",NA,"2013","12","",NA
"613","Gross Margin","X2013.12",NA,"2013","12","",NA
"614","SG&A","X2013.12",NA,"2013","12","",NA
"615","R&D","X2013.12",NA,"2013","12","",NA
"616","Other","X2013.12",90.49,"2013","12","90.49",90.49
"617","Operating Margin","X2013.12",9.51,"2013","12","9.51",9.51
"618","Net Int Inc & Other","X2013.12",NA,"2013","12","",NA
"619","EBT Margin","X2013.12",9.51,"2013","12","9.51",9.51
"620","Tax Rate %","X2013.12",0.3422,"2013","12","34.22",34.22
"621","Net Margin %","X2013.12",0.0591,"2013","12","5.91",5.91
"622","Asset Turnover (Average)","X2013.12",0.14,"2013","12","0.14",0.14
"623","Return on Assets %","X2013.12",0.0085,"2013","12","0.85",0.85
"624","Financial Leverage (Average)","X2013.12",14.21,"2013","12","14.21",14.21
"625","Return on Equity %","X2013.12",0.1157,"2013","12","11.57",11.57
"626","Return on Invested Capital %","X2013.12",NA,"2013","12","",NA
"627","Interest Coverage","X2013.12",NA,"2013","12","",NA
"628","Year over Year","X2013.12",-0.34,"2013","12","-0.34",-0.34
"629","3-Year Average","X2013.12",1.78,"2013","12","1.78",1.78
"630","5-Year Average","X2013.12",2.1,"2013","12","2.10",2.1
"631","10-Year Average","X2013.12",-0.02,"2013","12","-0.02",-0.02
"632","Year over Year","X2013.12",11.74,"2013","12","11.74",11.74
"633","3-Year Average","X2013.12",10.37,"2013","12","10.37",10.37
"634","5-Year Average","X2013.12",12,"2013","12","12.00",12
"635","10-Year Average","X2013.12",0.37,"2013","12","0.37",0.37
"636","Year over Year","X2013.12",16,"2013","12","16.00",16
"637","3-Year Average","X2013.12",5.87,"2013","12","5.87",5.87
"638","5-Year Average","X2013.12",NA,"2013","12","",NA
"639","10-Year Average","X2013.12",12.24,"2013","12","12.24",12.24
"640","Year over Year","X2013.12",15.08,"2013","12","15.08",15.08
"641","3-Year Average","X2013.12",5.48,"2013","12","5.48",5.48
"642","5-Year Average","X2013.12",NA,"2013","12","",NA
"643","10-Year Average","X2013.12",8.89,"2013","12","8.89",8.89
"644","Operating Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"645","Free Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"646","Cap Ex as a % of Sales","X2013.12",0.0146,"2013","12","1.46",1.46
"647","Free Cash Flow/Sales %","X2013.12",0.2145,"2013","12","21.45",21.45
"648","Free Cash Flow/Net Income","X2013.12",3.63,"2013","12","3.63",3.63
"649","Cash & Short-Term Investments","X2013.12",59.34,"2013","12","59.34",59.34
"650","Accounts Receivable","X2013.12",NA,"2013","12","",NA
"651","Inventory","X2013.12",NA,"2013","12","",NA
"652","Other Current Assets","X2013.12",NA,"2013","12","",NA
"653","Total Current Assets","X2013.12",NA,"2013","12","",NA
"654","Net PP&E","X2013.12",NA,"2013","12","",NA
"655","Intangibles","X2013.12",1.84,"2013","12","1.84",1.84
"656","Other Long-Term Assets","X2013.12",NA,"2013","12","",NA
"657","Total Assets","X2013.12",100,"2013","12","100.00",100
"658","Accounts Payable","X2013.12",NA,"2013","12","",NA
"659","Short-Term Debt","X2013.12",NA,"2013","12","",NA
"660","Taxes Payable","X2013.12",NA,"2013","12","",NA
"661","Accrued Liabilities","X2013.12",NA,"2013","12","",NA
"662","Other Short-Term Liabilities","X2013.12",NA,"2013","12","",NA
"663","Total Current Liabilities","X2013.12",NA,"2013","12","",NA
"664","Long-Term Debt","X2013.12",2.94,"2013","12","2.94",2.94
"665","Other Long-Term Liabilities","X2013.12",NA,"2013","12","",NA
"666","Total Liabilities","X2013.12",92.96,"2013","12","92.96",92.96
"667","Total Stockholders' Equity","X2013.12",7.04,"2013","12","7.04",7.04
"668","Total Liabilities & Equity","X2013.12",100,"2013","12","100.00",100
"669","Current Ratio","X2013.12",NA,"2013","12","",NA
"670","Quick Ratio","X2013.12",NA,"2013","12","",NA
"671","Financial Leverage","X2013.12",14.21,"2013","12","14.21",14.21
"672","Debt/Equity","X2013.12",0.42,"2013","12","0.42",0.42
"673","Days Sales Outstanding","X2013.12",NA,"2013","12","",NA
"674","Days Inventory","X2013.12",NA,"2013","12","",NA
"675","Payables Period","X2013.12",NA,"2013","12","",NA
"676","Cash Conversion Cycle","X2013.12",NA,"2013","12","",NA
"677","Receivables Turnover","X2013.12",NA,"2013","12","",NA
"678","Inventory Turnover","X2013.12",NA,"2013","12","",NA
"679","Fixed Assets Turnover","X2013.12",NA,"2013","12","",NA
"680","Asset Turnover","X2013.12",0.14,"2013","12","0.14",0.14
"681","Revenue EUR Mil","X2014.12",102465000000,"2014","12","102,465",102465
"682","Gross Margin %","X2014.12",NA,"2014","12","",NA
"683","Operating Income EUR Mil","X2014.12",8846000000,"2014","12","8,846",8846
"684","Operating Margin %","X2014.12",0.086,"2014","12","8.6",8.6
"685","Net Income EUR Mil","X2014.12",6221000000,"2014","12","6,221",6221
"686","Earnings Per Share EUR","X2014.12",13.64,"2014","12","13.64",13.64
"687","Dividends EUR","X2014.12",5.3,"2014","12","5.30",5.3
"688","Payout Ratio % *","X2014.12",0.388,"2014","12","38.8",38.8
"689","Shares Mil","X2014.12",454000000,"2014","12","454",454
"690","Book Value Per Share * EUR","X2014.12",155.8,"2014","12","155.80",155.8
"691","Operating Cash Flow EUR Mil","X2014.12",32232000000,"2014","12","32,232",32232
"692","Cap Spending EUR Mil","X2014.12",-1692000000,"2014","12","-1,692",-1692
"693","Free Cash Flow EUR Mil","X2014.12",30540000000,"2014","12","30,540",30540
"694","Free Cash Flow Per Share * EUR","X2014.12",74.77,"2014","12","74.77",74.77
"695","Working Capital EUR Mil","X2014.12",NA,"2014","12","",NA
"696","Revenue","X2014.12",100,"2014","12","100.00",100
"697","COGS","X2014.12",NA,"2014","12","",NA
"698","Gross Margin","X2014.12",NA,"2014","12","",NA
"699","SG&A","X2014.12",NA,"2014","12","",NA
"700","R&D","X2014.12",NA,"2014","12","",NA
"701","Other","X2014.12",91.37,"2014","12","91.37",91.37
"702","Operating Margin","X2014.12",8.63,"2014","12","8.63",8.63
"703","Net Int Inc & Other","X2014.12",NA,"2014","12","",NA
"704","EBT Margin","X2014.12",8.64,"2014","12","8.64",8.64
"705","Tax Rate %","X2014.12",0.2537,"2014","12","25.37",25.37
"706","Net Margin %","X2014.12",0.0603,"2014","12","6.03",6.03
"707","Asset Turnover (Average)","X2014.12",0.14,"2014","12","0.14",0.14
"708","Return on Assets %","X2014.12",0.0082,"2014","12","0.82",0.82
"709","Financial Leverage (Average)","X2014.12",13.26,"2014","12","13.26",13.26
"710","Return on Equity %","X2014.12",0.1123,"2014","12","11.23",11.23
"711","Return on Invested Capital %","X2014.12",NA,"2014","12","",NA
"712","Interest Coverage","X2014.12",NA,"2014","12","",NA
"713","Year over Year","X2014.12",1.72,"2014","12","1.72",1.72
"714","3-Year Average","X2014.12",2.25,"2014","12","2.25",2.25
"715","5-Year Average","X2014.12",2.62,"2014","12","2.62",2.62
"716","10-Year Average","X2014.12",0.76,"2014","12","0.76",0.76
"717","Year over Year","X2014.12",-8.26,"2014","12","-8.26",-8.26
"718","3-Year Average","X2014.12",22.22,"2014","12","22.22",22.22
"719","5-Year Average","X2014.12",10.67,"2014","12","10.67",10.67
"720","10-Year Average","X2014.12",-1.81,"2014","12","-1.81",-1.81
"721","Year over Year","X2014.12",3.75,"2014","12","3.75",3.75
"722","3-Year Average","X2014.12",34.71,"2014","12","34.71",34.71
"723","5-Year Average","X2014.12",7.68,"2014","12","7.68",7.68
"724","10-Year Average","X2014.12",10.96,"2014","12","10.96",10.96
"725","Year over Year","X2014.12",4.52,"2014","12","4.52",4.52
"726","3-Year Average","X2014.12",35.52,"2014","12","35.52",35.52
"727","5-Year Average","X2014.12",7.5,"2014","12","7.50",7.5
"728","10-Year Average","X2014.12",8.6,"2014","12","8.60",8.6
"729","Operating Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"730","Free Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"731","Cap Ex as a % of Sales","X2014.12",0.0165,"2014","12","1.65",1.65
"732","Free Cash Flow/Sales %","X2014.12",0.2981,"2014","12","29.81",29.81
"733","Free Cash Flow/Net Income","X2014.12",4.91,"2014","12","4.91",4.91
"734","Cash & Short-Term Investments","X2014.12",1.72,"2014","12","1.72",1.72
"735","Accounts Receivable","X2014.12",NA,"2014","12","",NA
"736","Inventory","X2014.12",NA,"2014","12","",NA
"737","Other Current Assets","X2014.12",NA,"2014","12","",NA
"738","Total Current Assets","X2014.12",NA,"2014","12","",NA
"739","Net PP&E","X2014.12",NA,"2014","12","",NA
"740","Intangibles","X2014.12",1.71,"2014","12","1.71",1.71
"741","Other Long-Term Assets","X2014.12",NA,"2014","12","",NA
"742","Total Assets","X2014.12",100,"2014","12","100.00",100
"743","Accounts Payable","X2014.12",NA,"2014","12","",NA
"744","Short-Term Debt","X2014.12",NA,"2014","12","",NA
"745","Taxes Payable","X2014.12",NA,"2014","12","",NA
"746","Accrued Liabilities","X2014.12",NA,"2014","12","",NA
"747","Other Short-Term Liabilities","X2014.12",NA,"2014","12","",NA
"748","Total Current Liabilities","X2014.12",NA,"2014","12","",NA
"749","Long-Term Debt","X2014.12",2.52,"2014","12","2.52",2.52
"750","Other Long-Term Liabilities","X2014.12",NA,"2014","12","",NA
"751","Total Liabilities","X2014.12",92.46,"2014","12","92.46",92.46
"752","Total Stockholders' Equity","X2014.12",7.54,"2014","12","7.54",7.54
"753","Total Liabilities & Equity","X2014.12",100,"2014","12","100.00",100
"754","Current Ratio","X2014.12",NA,"2014","12","",NA
"755","Quick Ratio","X2014.12",NA,"2014","12","",NA
"756","Financial Leverage","X2014.12",13.26,"2014","12","13.26",13.26
"757","Debt/Equity","X2014.12",0.33,"2014","12","0.33",0.33
"758","Days Sales Outstanding","X2014.12",NA,"2014","12","",NA
"759","Days Inventory","X2014.12",NA,"2014","12","",NA
"760","Payables Period","X2014.12",NA,"2014","12","",NA
"761","Cash Conversion Cycle","X2014.12",NA,"2014","12","",NA
"762","Receivables Turnover","X2014.12",NA,"2014","12","",NA
"763","Inventory Turnover","X2014.12",NA,"2014","12","",NA
"764","Fixed Assets Turnover","X2014.12",NA,"2014","12","",NA
"765","Asset Turnover","X2014.12",0.14,"2014","12","0.14",0.14
"766","Revenue EUR Mil","X2015.12",110104000000,"2015","12","110,104",110104
"767","Gross Margin %","X2015.12",NA,"2015","12","",NA
"768","Operating Income EUR Mil","X2015.12",10195000000,"2015","12","10,195",10195
"769","Operating Margin %","X2015.12",0.093,"2015","12","9.3",9.3
"770","Net Income EUR Mil","X2015.12",6616000000,"2015","12","6,616",6616
"771","Earnings Per Share EUR","X2015.12",14.55,"2015","12","14.55",14.55
"772","Dividends EUR","X2015.12",6.85,"2015","12","6.85",6.85
"773","Payout Ratio % *","X2015.12",0.485,"2015","12","48.5",48.5
"774","Shares Mil","X2015.12",454000000,"2015","12","454",454
"775","Book Value Per Share * EUR","X2015.12",147.3,"2015","12","147.30",147.3
"776","Operating Cash Flow EUR Mil","X2015.12",23663000000,"2015","12","23,663",23663
"777","Cap Spending EUR Mil","X2015.12",-2033000000,"2015","12","-2,033",-2033
"778","Free Cash Flow EUR Mil","X2015.12",21630000000,"2015","12","21,630",21630
"779","Free Cash Flow Per Share * EUR","X2015.12",55.87,"2015","12","55.87",55.87
"780","Working Capital EUR Mil","X2015.12",NA,"2015","12","",NA
"781","Revenue","X2015.12",100,"2015","12","100.00",100
"782","COGS","X2015.12",NA,"2015","12","",NA
"783","Gross Margin","X2015.12",NA,"2015","12","",NA
"784","SG&A","X2015.12",NA,"2015","12","",NA
"785","R&D","X2015.12",NA,"2015","12","",NA
"786","Other","X2015.12",90.74,"2015","12","90.74",90.74
"787","Operating Margin","X2015.12",9.26,"2015","12","9.26",9.26
"788","Net Int Inc & Other","X2015.12",NA,"2015","12","",NA
"789","EBT Margin","X2015.12",9.26,"2015","12","9.26",9.26
"790","Tax Rate %","X2015.12",0.3147,"2015","12","31.47",31.47
"791","Net Margin %","X2015.12",0.0601,"2015","12","6.01",6.01
"792","Asset Turnover (Average)","X2015.12",0.13,"2015","12","0.13",0.13
"793","Return on Assets %","X2015.12",0.008,"2015","12","0.80",0.8
"794","Financial Leverage (Average)","X2015.12",13.44,"2015","12","13.44",13.44
"795","Return on Equity %","X2015.12",0.1068,"2015","12","10.68",10.68
"796","Return on Invested Capital %","X2015.12",NA,"2015","12","",NA
"797","Interest Coverage","X2015.12",NA,"2015","12","",NA
"798","Year over Year","X2015.12",6.73,"2015","12","6.73",6.73
"799","3-Year Average","X2015.12",2.66,"2015","12","2.66",2.66
"800","5-Year Average","X2015.12",2.74,"2015","12","2.74",2.74
"801","10-Year Average","X2015.12",1.2,"2015","12","1.20",1.2
"802","Year over Year","X2015.12",15.24,"2015","12","15.24",15.24
"803","3-Year Average","X2015.12",5.71,"2015","12","5.71",5.71
"804","5-Year Average","X2015.12",7.28,"2015","12","7.28",7.28
"805","10-Year Average","X2015.12",-3.29,"2015","12","-3.29",-3.29
"806","Year over Year","X2015.12",6.35,"2015","12","6.35",6.35
"807","3-Year Average","X2015.12",8.58,"2015","12","8.58",8.58
"808","5-Year Average","X2015.12",5.54,"2015","12","5.54",5.54
"809","10-Year Average","X2015.12",4.21,"2015","12","4.21",4.21
"810","Year over Year","X2015.12",6.67,"2015","12","6.67",6.67
"811","3-Year Average","X2015.12",8.66,"2015","12","8.66",8.66
"812","5-Year Average","X2015.12",5.52,"2015","12","5.52",5.52
"813","10-Year Average","X2015.12",2.71,"2015","12","2.71",2.71
"814","Operating Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"815","Free Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"816","Cap Ex as a % of Sales","X2015.12",0.0185,"2015","12","1.85",1.85
"817","Free Cash Flow/Sales %","X2015.12",0.1965,"2015","12","19.65",19.65
"818","Free Cash Flow/Net Income","X2015.12",3.27,"2015","12","3.27",3.27
"819","Cash & Short-Term Investments","X2015.12",1.75,"2015","12","1.75",1.75
"820","Accounts Receivable","X2015.12",NA,"2015","12","",NA
