"","metric","variable","value","year","month","raw_value","untrans_value"
"144","Net PP&E","X2007.12",0.62,"2007","12","0.62",0.62
"145","Intangibles","X2007.12",1.26,"2007","12","1.26",1.26
"146","Other Long-Term Assets","X2007.12",NA,"2007","12","",NA
"147","Total Assets","X2007.12",100,"2007","12","100.00",100
"148","Accounts Payable","X2007.12",NA,"2007","12","",NA
"149","Short-Term Debt","X2007.12",2.82,"2007","12","2.82",2.82
"150","Taxes Payable","X2007.12",NA,"2007","12","",NA
"151","Accrued Liabilities","X2007.12",NA,"2007","12","",NA
"152","Other Short-Term Liabilities","X2007.12",NA,"2007","12","",NA
"153","Total Current Liabilities","X2007.12",NA,"2007","12","",NA
"154","Long-Term Debt","X2007.12",1.4,"2007","12","1.40",1.4
"155","Other Long-Term Liabilities","X2007.12",NA,"2007","12","",NA
"156","Total Liabilities","X2007.12",95.5,"2007","12","95.50",95.5
"157","Total Stockholders' Equity","X2007.12",4.5,"2007","12","4.50",4.5
"158","Total Liabilities & Equity","X2007.12",100,"2007","12","100.00",100
"159","Current Ratio","X2007.12",NA,"2007","12","",NA
"160","Quick Ratio","X2007.12",NA,"2007","12","",NA
"161","Financial Leverage","X2007.12",22.22,"2007","12","22.22",22.22
"162","Debt/Equity","X2007.12",0.31,"2007","12","0.31",0.31
"163","Days Sales Outstanding","X2007.12",NA,"2007","12","",NA
"164","Days Inventory","X2007.12",NA,"2007","12","",NA
"165","Payables Period","X2007.12",NA,"2007","12","",NA
"166","Cash Conversion Cycle","X2007.12",NA,"2007","12","",NA
"167","Receivables Turnover","X2007.12",NA,"2007","12","",NA
"168","Inventory Turnover","X2007.12",NA,"2007","12","",NA
"169","Fixed Assets Turnover","X2007.12",14.71,"2007","12","14.71",14.71
"170","Asset Turnover","X2007.12",0.1,"2007","12","0.10",0.1
"171","Revenue EUR Mil","X2008.12",91767000000,"2008","12","91,767",91767
"172","Gross Margin %","X2008.12",NA,"2008","12","",NA
"173","Operating Income EUR Mil","X2008.12",5473000000,"2008","12","5,473",5473
"174","Operating Margin %","X2008.12",0.06,"2008","12","6.0",6
"175","Net Income EUR Mil","X2008.12",-2444000000,"2008","12","-2,444",-2444
"176","Earnings Per Share EUR","X2008.12",-5.47,"2008","12","-5.47",-5.47
"177","Dividends EUR","X2008.12",NA,"2008","12","",NA
"178","Payout Ratio % *","X2008.12",NA,"2008","12","",NA
"179","Shares Mil","X2008.12",456000000,"2008","12","456",456
"180","Book Value Per Share * EUR","X2008.12",NA,"2008","12","",NA
"181","Operating Cash Flow EUR Mil","X2008.12",25278000000,"2008","12","25,278",25278
"182","Cap Spending EUR Mil","X2008.12",-953000000,"2008","12","-953",-953
"183","Free Cash Flow EUR Mil","X2008.12",24325000000,"2008","12","24,325",24325
"184","Free Cash Flow Per Share * EUR","X2008.12",NA,"2008","12","",NA
"185","Working Capital EUR Mil","X2008.12",NA,"2008","12","",NA
"186","Revenue","X2008.12",100,"2008","12","100.00",100
"187","COGS","X2008.12",NA,"2008","12","",NA
"188","Gross Margin","X2008.12",NA,"2008","12","",NA
"189","SG&A","X2008.12",2.55,"2008","12","2.55",2.55
"190","R&D","X2008.12",NA,"2008","12","",NA
"191","Other","X2008.12",91.48,"2008","12","91.48",91.48
"192","Operating Margin","X2008.12",5.96,"2008","12","5.96",5.96
"193","Net Int Inc & Other","X2008.12",NA,"2008","12","",NA
"194","EBT Margin","X2008.12",5.96,"2008","12","5.96",5.96
"195","Tax Rate %","X2008.12",0.2352,"2008","12","23.52",23.52
"196","Net Margin %","X2008.12",-0.0267,"2008","12","-2.67",-2.67
"197","Asset Turnover (Average)","X2008.12",0.09,"2008","12","0.09",0.09
"198","Return on Assets %","X2008.12",-0.0024,"2008","12","-0.24",-0.24
"199","Financial Leverage (Average)","X2008.12",28.37,"2008","12","28.37",28.37
"200","Return on Equity %","X2008.12",-0.06,"2008","12","-6.00",-6
"201","Return on Invested Capital %","X2008.12",NA,"2008","12","",NA
"202","Interest Coverage","X2008.12",NA,"2008","12","",NA
"203","Year over Year","X2008.12",-11.01,"2008","12","-11.01",-11.01
"204","3-Year Average","X2008.12",-2.19,"2008","12","-2.19",-2.19
"205","5-Year Average","X2008.12",-2.1,"2008","12","-2.10",-2.1
"206","10-Year Average","X2008.12",NA,"2008","12","",NA
"207","Year over Year","X2008.12",-69.99,"2008","12","-69.99",-69.99
"208","3-Year Average","X2008.12",-27.31,"2008","12","-27.31",-27.31
"209","5-Year Average","X2008.12",-10.06,"2008","12","-10.06",-10.06
"210","10-Year Average","X2008.12",NA,"2008","12","",NA
"211","Year over Year","X2008.12",NA,"2008","12","",NA
"212","3-Year Average","X2008.12",NA,"2008","12","",NA
"213","5-Year Average","X2008.12",NA,"2008","12","",NA
"214","10-Year Average","X2008.12",NA,"2008","12","",NA
"215","Year over Year","X2008.12",NA,"2008","12","",NA
"216","3-Year Average","X2008.12",NA,"2008","12","",NA
"217","5-Year Average","X2008.12",NA,"2008","12","",NA
"218","10-Year Average","X2008.12",NA,"2008","12","",NA
"219","Operating Cash Flow Growth % YOY","X2008.12",NA,"2008","12","",NA
"220","Free Cash Flow Growth % YOY","X2008.12",NA,"2008","12","",NA
"221","Cap Ex as a % of Sales","X2008.12",0.0104,"2008","12","1.04",1.04
"222","Free Cash Flow/Sales %","X2008.12",0.2651,"2008","12","26.51",26.51
"223","Free Cash Flow/Net Income","X2008.12",-9.95,"2008","12","-9.95",-9.95
"224","Cash & Short-Term Investments","X2008.12",0.94,"2008","12","0.94",0.94
"225","Accounts Receivable","X2008.12",NA,"2008","12","",NA
"226","Inventory","X2008.12",NA,"2008","12","",NA
"227","Other Current Assets","X2008.12",NA,"2008","12","",NA
"228","Total Current Assets","X2008.12",NA,"2008","12","",NA
"229","Net PP&E","X2008.12",0.57,"2008","12","0.57",0.57
"230","Intangibles","X2008.12",1.2,"2008","12","1.20",1.2
"231","Other Long-Term Assets","X2008.12",NA,"2008","12","",NA
"232","Total Assets","X2008.12",100,"2008","12","100.00",100
"233","Accounts Payable","X2008.12",NA,"2008","12","",NA
"234","Short-Term Debt","X2008.12",0.46,"2008","12","0.46",0.46
"235","Taxes Payable","X2008.12",NA,"2008","12","",NA
"236","Accrued Liabilities","X2008.12",NA,"2008","12","",NA
"237","Other Short-Term Liabilities","X2008.12",NA,"2008","12","",NA
"238","Total Current Liabilities","X2008.12",NA,"2008","12","",NA
"239","Long-Term Debt","X2008.12",1,"2008","12","1.00",1
"240","Other Long-Term Liabilities","X2008.12",NA,"2008","12","",NA
"241","Total Liabilities","X2008.12",96.48,"2008","12","96.48",96.48
"242","Total Stockholders' Equity","X2008.12",3.52,"2008","12","3.52",3.52
"243","Total Liabilities & Equity","X2008.12",100,"2008","12","100.00",100
"244","Current Ratio","X2008.12",NA,"2008","12","",NA
"245","Quick Ratio","X2008.12",NA,"2008","12","",NA
"246","Financial Leverage","X2008.12",28.37,"2008","12","28.37",28.37
"247","Debt/Equity","X2008.12",0.28,"2008","12","0.28",0.28
"248","Days Sales Outstanding","X2008.12",NA,"2008","12","",NA
"249","Days Inventory","X2008.12",NA,"2008","12","",NA
"250","Payables Period","X2008.12",NA,"2008","12","",NA
"251","Cash Conversion Cycle","X2008.12",NA,"2008","12","",NA
"252","Receivables Turnover","X2008.12",NA,"2008","12","",NA
"253","Inventory Turnover","X2008.12",NA,"2008","12","",NA
"254","Fixed Assets Turnover","X2008.12",15.22,"2008","12","15.22",15.22
"255","Asset Turnover","X2008.12",0.09,"2008","12","0.09",0.09
"256","Revenue EUR Mil","X2009.12",90505000000,"2009","12","90,505",90505
"257","Gross Margin %","X2009.12",NA,"2009","12","",NA
"258","Operating Income EUR Mil","X2009.12",5190000000,"2009","12","5,190",5190
"259","Operating Margin %","X2009.12",0.057,"2009","12","5.7",5.7
"260","Net Income EUR Mil","X2009.12",4207000000,"2009","12","4,207",4207
"261","Earnings Per Share EUR","X2009.12",9.3,"2009","12","9.30",9.3
"262","Dividends EUR","X2009.12",NA,"2009","12","",NA
"263","Payout Ratio % *","X2009.12",NA,"2009","12","",NA
"264","Shares Mil","X2009.12",452000000,"2009","12","452",452
"265","Book Value Per Share * EUR","X2009.12",127.54,"2009","12","127.54",127.54
"266","Operating Cash Flow EUR Mil","X2009.12",13551000000,"2009","12","13,551",13551
"267","Cap Spending EUR Mil","X2009.12",-1160000000,"2009","12","-1,160",-1160
"268","Free Cash Flow EUR Mil","X2009.12",12391000000,"2009","12","12,391",12391
"269","Free Cash Flow Per Share * EUR","X2009.12",39.24,"2009","12","39.24",39.24
"270","Working Capital EUR Mil","X2009.12",NA,"2009","12","",NA
"271","Revenue","X2009.12",100,"2009","12","100.00",100
"272","COGS","X2009.12",NA,"2009","12","",NA
"273","Gross Margin","X2009.12",NA,"2009","12","",NA
"274","SG&A","X2009.12",2.44,"2009","12","2.44",2.44
"275","R&D","X2009.12",NA,"2009","12","",NA
"276","Other","X2009.12",91.82,"2009","12","91.82",91.82
"277","Operating Margin","X2009.12",5.73,"2009","12","5.73",5.73
"278","Net Int Inc & Other","X2009.12",NA,"2009","12","",NA
"279","EBT Margin","X2009.12",5.73,"2009","12","5.73",5.73
"280","Tax Rate %","X2009.12",0.1104,"2009","12","11.04",11.04
"281","Net Margin %","X2009.12",0.0474,"2009","12","4.74",4.74
"282","Asset Turnover (Average)","X2009.12",0.12,"2009","12","0.12",0.12
"283","Return on Assets %","X2009.12",0.0056,"2009","12","0.56",0.56
"284","Financial Leverage (Average)","X2009.12",14.54,"2009","12","14.54",14.54
"285","Return on Equity %","X2009.12",0.1164,"2009","12","11.64",11.64
"286","Return on Invested Capital %","X2009.12",NA,"2009","12","",NA
"287","Interest Coverage","X2009.12",NA,"2009","12","",NA
"288","Year over Year","X2009.12",-0.84,"2009","12","-0.84",-0.84
"289","3-Year Average","X2009.12",-3.19,"2009","12","-3.19",-3.19
"290","5-Year Average","X2009.12",-1.06,"2009","12","-1.06",-1.06
"291","10-Year Average","X2009.12",NA,"2009","12","",NA
"292","Year over Year","X2009.12",-2.65,"2009","12","-2.65",-2.65
"293","3-Year Average","X2009.12",-30.81,"2009","12","-30.81",-30.81
"294","5-Year Average","X2009.12",-12.89,"2009","12","-12.89",-12.89
"295","10-Year Average","X2009.12",NA,"2009","12","",NA
"296","Year over Year","X2009.12",NA,"2009","12","",NA
"297","3-Year Average","X2009.12",-15.1,"2009","12","-15.10",-15.1
"298","5-Year Average","X2009.12",14.34,"2009","12","14.34",14.34
"299","10-Year Average","X2009.12",NA,"2009","12","",NA
"300","Year over Year","X2009.12",NA,"2009","12","",NA
"301","3-Year Average","X2009.12",-17.27,"2009","12","-17.27",-17.27
"302","5-Year Average","X2009.12",9.7,"2009","12","9.70",9.7
"303","10-Year Average","X2009.12",NA,"2009","12","",NA
"304","Operating Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"305","Free Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"306","Cap Ex as a % of Sales","X2009.12",0.0128,"2009","12","1.28",1.28
"307","Free Cash Flow/Sales %","X2009.12",0.1369,"2009","12","13.69",13.69
"308","Free Cash Flow/Net Income","X2009.12",2.95,"2009","12","2.95",2.95
"309","Cash & Short-Term Investments","X2009.12",1.04,"2009","12","1.04",1.04
"310","Accounts Receivable","X2009.12",NA,"2009","12","",NA
"311","Inventory","X2009.12",NA,"2009","12","",NA
"312","Other Current Assets","X2009.12",NA,"2009","12","",NA
"313","Total Current Assets","X2009.12",NA,"2009","12","",NA
"314","Net PP&E","X2009.12",NA,"2009","12","",NA
"315","Intangibles","X2009.12",2.31,"2009","12","2.31",2.31
"316","Other Long-Term Assets","X2009.12",NA,"2009","12","",NA
"317","Total Assets","X2009.12",100,"2009","12","100.00",100
"318","Accounts Payable","X2009.12",NA,"2009","12","",NA
"319","Short-Term Debt","X2009.12",3.64,"2009","12","3.64",3.64
"320","Taxes Payable","X2009.12",NA,"2009","12","",NA
"321","Accrued Liabilities","X2009.12",NA,"2009","12","",NA
"322","Other Short-Term Liabilities","X2009.12",NA,"2009","12","",NA
"323","Total Current Liabilities","X2009.12",NA,"2009","12","",NA
"324","Long-Term Debt","X2009.12",1.36,"2009","12","1.36",1.36
"325","Other Long-Term Liabilities","X2009.12",NA,"2009","12","",NA
"326","Total Liabilities","X2009.12",93.12,"2009","12","93.12",93.12
"327","Total Stockholders' Equity","X2009.12",6.88,"2009","12","6.88",6.88
"328","Total Liabilities & Equity","X2009.12",100,"2009","12","100.00",100
"329","Current Ratio","X2009.12",NA,"2009","12","",NA
"330","Quick Ratio","X2009.12",NA,"2009","12","",NA
"331","Financial Leverage","X2009.12",14.54,"2009","12","14.54",14.54
"332","Debt/Equity","X2009.12",0.2,"2009","12","0.20",0.2
"333","Days Sales Outstanding","X2009.12",NA,"2009","12","",NA
"334","Days Inventory","X2009.12",NA,"2009","12","",NA
"335","Payables Period","X2009.12",NA,"2009","12","",NA
"336","Cash Conversion Cycle","X2009.12",NA,"2009","12","",NA
"337","Receivables Turnover","X2009.12",NA,"2009","12","",NA
"338","Inventory Turnover","X2009.12",NA,"2009","12","",NA
"339","Fixed Assets Turnover","X2009.12",NA,"2009","12","",NA
"340","Asset Turnover","X2009.12",0.12,"2009","12","0.12",0.12
"341","Revenue EUR Mil","X2010.12",96174000000,"2010","12","96,174",96174
"342","Gross Margin %","X2010.12",NA,"2010","12","",NA
"343","Operating Income EUR Mil","X2010.12",7173000000,"2010","12","7,173",7173
"344","Operating Margin %","X2010.12",0.075,"2010","12","7.5",7.5
"345","Net Income EUR Mil","X2010.12",5053000000,"2010","12","5,053",5053
"346","Earnings Per Share EUR","X2010.12",11.12,"2010","12","11.12",11.12
"347","Dividends EUR","X2010.12",NA,"2010","12","",NA
"348","Payout Ratio % *","X2010.12",NA,"2010","12","",NA
"349","Shares Mil","X2010.12",453000000,"2010","12","453",453
"350","Book Value Per Share * EUR","X2010.12",131.04,"2010","12","131.04",131.04
"351","Operating Cash Flow EUR Mil","X2010.12",15414000000,"2010","12","15,414",15414
"352","Cap Spending EUR Mil","X2010.12",-1472000000,"2010","12","-1,472",-1472
"353","Free Cash Flow EUR Mil","X2010.12",13942000000,"2010","12","13,942",13942
"354","Free Cash Flow Per Share * EUR","X2010.12",40.98,"2010","12","40.98",40.98
"355","Working Capital EUR Mil","X2010.12",NA,"2010","12","",NA
"356","Revenue","X2010.12",100,"2010","12","100.00",100
"357","COGS","X2010.12",NA,"2010","12","",NA
"358","Gross Margin","X2010.12",NA,"2010","12","",NA
"359","SG&A","X2010.12",2.66,"2010","12","2.66",2.66
"360","R&D","X2010.12",NA,"2010","12","",NA
"361","Other","X2010.12",89.88,"2010","12","89.88",89.88
"362","Operating Margin","X2010.12",7.46,"2010","12","7.46",7.46
"363","Net Int Inc & Other","X2010.12",NA,"2010","12","",NA
"364","EBT Margin","X2010.12",7.46,"2010","12","7.46",7.46
"365","Tax Rate %","X2010.12",0.2738,"2010","12","27.38",27.38
"366","Net Margin %","X2010.12",0.0525,"2010","12","5.25",5.25
"367","Asset Turnover (Average)","X2010.12",0.16,"2010","12","0.16",0.16
"368","Return on Assets %","X2010.12",0.0084,"2010","12","0.84",0.84
"369","Financial Leverage (Average)","X2010.12",14.05,"2010","12","14.05",14.05
"370","Return on Equity %","X2010.12",0.1194,"2010","12","11.94",11.94
"371","Return on Invested Capital %","X2010.12",NA,"2010","12","",NA
"372","Interest Coverage","X2010.12",NA,"2010","12","",NA
"373","Year over Year","X2010.12",6.09,"2010","12","6.09",6.09
"374","3-Year Average","X2010.12",-2.18,"2010","12","-2.18",-2.18
"375","5-Year Average","X2010.12",-0.32,"2010","12","-0.32",-0.32
"376","10-Year Average","X2010.12",2.24,"2010","12","2.24",2.24
"377","Year over Year","X2010.12",34.63,"2010","12","34.63",34.63
"378","3-Year Average","X2010.12",-26.74,"2010","12","-26.74",-26.74
"379","5-Year Average","X2010.12",-12.83,"2010","12","-12.83",-12.83
"380","10-Year Average","X2010.12",NA,"2010","12","",NA
"381","Year over Year","X2010.12",17.59,"2010","12","17.59",17.59
"382","3-Year Average","X2010.12",-14.08,"2010","12","-14.08",-14.08
"383","5-Year Average","X2010.12",2.9,"2010","12","2.90",2.9
"384","10-Year Average","X2010.12",3.83,"2010","12","3.83",3.83
"385","Year over Year","X2010.12",17.05,"2010","12","17.05",17.05
"386","3-Year Average","X2010.12",-14.37,"2010","12","-14.37",-14.37
"387","5-Year Average","X2010.12",-0.04,"2010","12","-0.04",-0.04
"388","10-Year Average","X2010.12",-2.38,"2010","12","-2.38",-2.38
"389","Operating Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"390","Free Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"391","Cap Ex as a % of Sales","X2010.12",0.0153,"2010","12","1.53",1.53
"392","Free Cash Flow/Sales %","X2010.12",0.145,"2010","12","14.50",14.5
"393","Free Cash Flow/Net Income","X2010.12",2.76,"2010","12","2.76",2.76
"394","Cash & Short-Term Investments","X2010.12",13.35,"2010","12","13.35",13.35
"395","Accounts Receivable","X2010.12",NA,"2010","12","",NA
"396","Inventory","X2010.12",NA,"2010","12","",NA
"397","Other Current Assets","X2010.12",NA,"2010","12","",NA
"398","Total Current Assets","X2010.12",NA,"2010","12","",NA
"399","Net PP&E","X2010.12",NA,"2010","12","",NA
"400","Intangibles","X2010.12",2.14,"2010","12","2.14",2.14
"401","Other Long-Term Assets","X2010.12",NA,"2010","12","",NA
"402","Total Assets","X2010.12",100,"2010","12","100.00",100
"403","Accounts Payable","X2010.12",NA,"2010","12","",NA
"404","Short-Term Debt","X2010.12",3.39,"2010","12","3.39",3.39
"405","Taxes Payable","X2010.12",NA,"2010","12","",NA
"406","Accrued Liabilities","X2010.12",NA,"2010","12","",NA
"407","Other Short-Term Liabilities","X2010.12",NA,"2010","12","",NA
"408","Total Current Liabilities","X2010.12",NA,"2010","12","",NA
"409","Long-Term Debt","X2010.12",1.32,"2010","12","1.32",1.32
"410","Other Long-Term Liabilities","X2010.12",NA,"2010","12","",NA
"411","Total Liabilities","X2010.12",92.88,"2010","12","92.88",92.88
"412","Total Stockholders' Equity","X2010.12",7.12,"2010","12","7.12",7.12
