"","metric","variable","value","year","month","raw_value","untrans_value"
"535","Tax Rate %","X2013.12",NA,"2013","12","",NA
"536","Net Margin %","X2013.12",-0.0161,"2013","12","-1.61",-1.61
"537","Asset Turnover (Average)","X2013.12",0.06,"2013","12","0.06",0.06
"538","Return on Assets %","X2013.12",-0.0009,"2013","12","-0.09",-0.09
"539","Financial Leverage (Average)","X2013.12",20.74,"2013","12","20.74",20.74
"540","Return on Equity %","X2013.12",-0.0181,"2013","12","-1.81",-1.81
"541","Return on Invested Capital %","X2013.12",NA,"2013","12","",NA
"542","Interest Coverage","X2013.12",NA,"2013","12","",NA
"543","Year over Year","X2013.12",-51.12,"2013","12","-51.12",-51.12
"544","3-Year Average","X2013.12",2.58,"2013","12","2.58",2.58
"545","5-Year Average","X2013.12",7.21,"2013","12","7.21",7.21
"546","10-Year Average","X2013.12",4.04,"2013","12","4.04",4.04
"547","Year over Year","X2013.12",NA,"2013","12","",NA
"548","3-Year Average","X2013.12",NA,"2013","12","",NA
"549","5-Year Average","X2013.12",NA,"2013","12","",NA
"550","10-Year Average","X2013.12",NA,"2013","12","",NA
"551","Year over Year","X2013.12",NA,"2013","12","",NA
"552","3-Year Average","X2013.12",NA,"2013","12","",NA
"553","5-Year Average","X2013.12",NA,"2013","12","",NA
"554","10-Year Average","X2013.12",NA,"2013","12","",NA
"555","Year over Year","X2013.12",NA,"2013","12","",NA
"556","3-Year Average","X2013.12",NA,"2013","12","",NA
"557","5-Year Average","X2013.12",NA,"2013","12","",NA
"558","10-Year Average","X2013.12",NA,"2013","12","",NA
"559","Operating Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"560","Free Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"561","Cap Ex as a % of Sales","X2013.12",NA,"2013","12","",NA
"562","Free Cash Flow/Sales %","X2013.12",0.2037,"2013","12","20.37",20.37
"563","Free Cash Flow/Net Income","X2013.12",-12.66,"2013","12","-12.66",-12.66
"564","Cash & Short-Term Investments","X2013.12",2.62,"2013","12","2.62",2.62
"565","Accounts Receivable","X2013.12",NA,"2013","12","",NA
"566","Inventory","X2013.12",NA,"2013","12","",NA
"567","Other Current Assets","X2013.12",NA,"2013","12","",NA
"568","Total Current Assets","X2013.12",NA,"2013","12","",NA
"569","Net PP&E","X2013.12",NA,"2013","12","",NA
"570","Intangibles","X2013.12",NA,"2013","12","",NA
"571","Other Long-Term Assets","X2013.12",NA,"2013","12","",NA
"572","Total Assets","X2013.12",100,"2013","12","100.00",100
"573","Accounts Payable","X2013.12",1.49,"2013","12","1.49",1.49
"574","Short-Term Debt","X2013.12",0.36,"2013","12","0.36",0.36
"575","Taxes Payable","X2013.12",0.74,"2013","12","0.74",0.74
"576","Accrued Liabilities","X2013.12",NA,"2013","12","",NA
"577","Other Short-Term Liabilities","X2013.12",NA,"2013","12","",NA
"578","Total Current Liabilities","X2013.12",NA,"2013","12","",NA
"579","Long-Term Debt","X2013.12",3.67,"2013","12","3.67",3.67
"580","Other Long-Term Liabilities","X2013.12",NA,"2013","12","",NA
"581","Total Liabilities","X2013.12",95.18,"2013","12","95.18",95.18
"582","Total Stockholders' Equity","X2013.12",4.82,"2013","12","4.82",4.82
"583","Total Liabilities & Equity","X2013.12",100,"2013","12","100.00",100
"584","Current Ratio","X2013.12",NA,"2013","12","",NA
"585","Quick Ratio","X2013.12",NA,"2013","12","",NA
"586","Financial Leverage","X2013.12",20.74,"2013","12","20.74",20.74
"587","Debt/Equity","X2013.12",0.76,"2013","12","0.76",0.76
"588","Days Sales Outstanding","X2013.12",NA,"2013","12","",NA
"589","Days Inventory","X2013.12",NA,"2013","12","",NA
"590","Payables Period","X2013.12",NA,"2013","12","",NA
"591","Cash Conversion Cycle","X2013.12",NA,"2013","12","",NA
"592","Receivables Turnover","X2013.12",NA,"2013","12","",NA
"593","Inventory Turnover","X2013.12",NA,"2013","12","",NA
"594","Fixed Assets Turnover","X2013.12",NA,"2013","12","",NA
"595","Asset Turnover","X2013.12",0.06,"2013","12","0.06",0.06
"596","Revenue USD Mil","X2014.12",54105000000,"2014","12","54,105",54105
"597","Gross Margin %","X2014.12",NA,"2014","12","",NA
"598","Operating Income USD Mil","X2014.12",1759000000,"2014","12","1,759",1759
"599","Operating Margin %","X2014.12",0.033,"2014","12","3.3",3.3
"600","Net Income USD Mil","X2014.12",1381000000,"2014","12","1,381",1381
"601","Earnings Per Share USD","X2014.12",3.23,"2014","12","3.23",3.23
"602","Dividends USD","X2014.12",2.17,"2014","12","2.17",2.17
"603","Payout Ratio % *","X2014.12",0.431,"2014","12","43.1",43.1
"604","Shares Mil","X2014.12",467000000,"2014","12","467",467
"605","Book Value Per Share * USD","X2014.12",91.83,"2014","12","91.83",91.83
"606","Operating Cash Flow USD Mil","X2014.12",19396000000,"2014","12","19,396",19396
"607","Cap Spending USD Mil","X2014.12",NA,"2014","12","",NA
"608","Free Cash Flow USD Mil","X2014.12",19396000000,"2014","12","19,396",19396
"609","Free Cash Flow Per Share * USD","X2014.12",30.82,"2014","12","30.82",30.82
"610","Working Capital USD Mil","X2014.12",NA,"2014","12","",NA
"611","Revenue","X2014.12",100,"2014","12","100.00",100
"612","COGS","X2014.12",NA,"2014","12","",NA
"613","Gross Margin","X2014.12",NA,"2014","12","",NA
"614","SG&A","X2014.12",21.82,"2014","12","21.82",21.82
"615","R&D","X2014.12",NA,"2014","12","",NA
"616","Other","X2014.12",74.93,"2014","12","74.93",74.93
"617","Operating Margin","X2014.12",3.25,"2014","12","3.25",3.25
"618","Net Int Inc & Other","X2014.12",NA,"2014","12","",NA
"619","EBT Margin","X2014.12",3.25,"2014","12","3.25",3.25
"620","Tax Rate %","X2014.12",0.1984,"2014","12","19.84",19.84
"621","Net Margin %","X2014.12",0.0274,"2014","12","2.74",2.74
"622","Asset Turnover (Average)","X2014.12",0.07,"2014","12","0.07",0.07
"623","Return on Assets %","X2014.12",0.002,"2014","12","0.20",0.2
"624","Financial Leverage (Average)","X2014.12",18.35,"2014","12","18.35",18.35
"625","Return on Equity %","X2014.12",0.0384,"2014","12","3.84",3.84
"626","Return on Invested Capital %","X2014.12",NA,"2014","12","",NA
"627","Interest Coverage","X2014.12",NA,"2014","12","",NA
"628","Year over Year","X2014.12",30.5,"2014","12","30.50",30.5
"629","3-Year Average","X2014.12",3.33,"2014","12","3.33",3.33
"630","5-Year Average","X2014.12",10.6,"2014","12","10.60",10.6
"631","10-Year Average","X2014.12",6.68,"2014","12","6.68",6.68
"632","Year over Year","X2014.12",NA,"2014","12","",NA
"633","3-Year Average","X2014.12",-29.95,"2014","12","-29.95",-29.95
"634","5-Year Average","X2014.12",2.31,"2014","12","2.31",2.31
"635","10-Year Average","X2014.12",-6.06,"2014","12","-6.06",-6.06
"636","Year over Year","X2014.12",NA,"2014","12","",NA
"637","3-Year Average","X2014.12",-27.78,"2014","12","-27.78",-27.78
"638","5-Year Average","X2014.12",-15.06,"2014","12","-15.06",-15.06
"639","10-Year Average","X2014.12",-4.79,"2014","12","-4.79",-4.79
"640","Year over Year","X2014.12",NA,"2014","12","",NA
"641","3-Year Average","X2014.12",-23.76,"2014","12","-23.76",-23.76
"642","5-Year Average","X2014.12",-15.95,"2014","12","-15.95",-15.95
"643","10-Year Average","X2014.12",-0.34,"2014","12","-0.34",-0.34
"644","Operating Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"645","Free Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"646","Cap Ex as a % of Sales","X2014.12",NA,"2014","12","",NA
"647","Free Cash Flow/Sales %","X2014.12",0.3585,"2014","12","35.85",35.85
"648","Free Cash Flow/Net Income","X2014.12",14.04,"2014","12","14.04",14.04
"649","Cash & Short-Term Investments","X2014.12",3.02,"2014","12","3.02",3.02
"650","Accounts Receivable","X2014.12",NA,"2014","12","",NA
"651","Inventory","X2014.12",NA,"2014","12","",NA
"652","Other Current Assets","X2014.12",NA,"2014","12","",NA
"653","Total Current Assets","X2014.12",NA,"2014","12","",NA
"654","Net PP&E","X2014.12",NA,"2014","12","",NA
"655","Intangibles","X2014.12",NA,"2014","12","",NA
"656","Other Long-Term Assets","X2014.12",NA,"2014","12","",NA
"657","Total Assets","X2014.12",100,"2014","12","100.00",100
"658","Accounts Payable","X2014.12",2.29,"2014","12","2.29",2.29
"659","Short-Term Debt","X2014.12",0.5,"2014","12","0.50",0.5
"660","Taxes Payable","X2014.12",1.29,"2014","12","1.29",1.29
"661","Accrued Liabilities","X2014.12",NA,"2014","12","",NA
"662","Other Short-Term Liabilities","X2014.12",NA,"2014","12","",NA
"663","Total Current Liabilities","X2014.12",NA,"2014","12","",NA
"664","Long-Term Debt","X2014.12",2.59,"2014","12","2.59",2.59
"665","Other Long-Term Liabilities","X2014.12",NA,"2014","12","",NA
"666","Total Liabilities","X2014.12",94.55,"2014","12","94.55",94.55
"667","Total Stockholders' Equity","X2014.12",5.45,"2014","12","5.45",5.45
"668","Total Liabilities & Equity","X2014.12",100,"2014","12","100.00",100
"669","Current Ratio","X2014.12",NA,"2014","12","",NA
"670","Quick Ratio","X2014.12",NA,"2014","12","",NA
"671","Financial Leverage","X2014.12",18.35,"2014","12","18.35",18.35
"672","Debt/Equity","X2014.12",0.47,"2014","12","0.47",0.47
"673","Days Sales Outstanding","X2014.12",NA,"2014","12","",NA
"674","Days Inventory","X2014.12",NA,"2014","12","",NA
"675","Payables Period","X2014.12",NA,"2014","12","",NA
"676","Cash Conversion Cycle","X2014.12",NA,"2014","12","",NA
"677","Receivables Turnover","X2014.12",NA,"2014","12","",NA
"678","Inventory Turnover","X2014.12",NA,"2014","12","",NA
"679","Fixed Assets Turnover","X2014.12",NA,"2014","12","",NA
"680","Asset Turnover","X2014.12",0.07,"2014","12","0.07",0.07
"681","Revenue USD Mil","X2015.12",57119000000,"2015","12","57,119",57119
"682","Gross Margin %","X2015.12",NA,"2015","12","",NA
"683","Operating Income USD Mil","X2015.12",7769000000,"2015","12","7,769",7769
"684","Operating Margin %","X2015.12",0.136,"2015","12","13.6",13.6
"685","Net Income USD Mil","X2015.12",5642000000,"2015","12","5,642",5642
"686","Earnings Per Share USD","X2015.12",12.17,"2015","12","12.17",12.17
"687","Dividends USD","X2015.12",2.44,"2015","12","2.44",2.44
"688","Payout Ratio % *","X2015.12",0.292,"2015","12","29.2",29.2
"689","Shares Mil","X2015.12",460000000,"2015","12","460",460
"690","Book Value Per Share * USD","X2015.12",95.55,"2015","12","95.55",95.55
"691","Operating Cash Flow USD Mil","X2015.12",13895000000,"2015","12","13,895",13895
"692","Cap Spending USD Mil","X2015.12",NA,"2015","12","",NA
"693","Free Cash Flow USD Mil","X2015.12",13895000000,"2015","12","13,895",13895
"694","Free Cash Flow Per Share * USD","X2015.12",42.84,"2015","12","42.84",42.84
"695","Working Capital USD Mil","X2015.12",NA,"2015","12","",NA
"696","Revenue","X2015.12",100,"2015","12","100.00",100
"697","COGS","X2015.12",NA,"2015","12","",NA
"698","Gross Margin","X2015.12",NA,"2015","12","",NA
"699","SG&A","X2015.12",19.1,"2015","12","19.10",19.1
"700","R&D","X2015.12",NA,"2015","12","",NA
"701","Other","X2015.12",67.29,"2015","12","67.29",67.29
"702","Operating Margin","X2015.12",13.6,"2015","12","13.60",13.6
"703","Net Int Inc & Other","X2015.12",NA,"2015","12","",NA
"704","EBT Margin","X2015.12",13.6,"2015","12","13.60",13.6
"705","Tax Rate %","X2015.12",0.2667,"2015","12","26.67",26.67
"706","Net Margin %","X2015.12",0.0988,"2015","12","9.88",9.88
"707","Asset Turnover (Average)","X2015.12",0.07,"2015","12","0.07",0.07
"708","Return on Assets %","X2015.12",0.0074,"2015","12","0.74",0.74
"709","Financial Leverage (Average)","X2015.12",18.08,"2015","12","18.08",18.08
"710","Return on Equity %","X2015.12",0.1349,"2015","12","13.49",13.49
"711","Return on Invested Capital %","X2015.12",NA,"2015","12","",NA
"712","Interest Coverage","X2015.12",NA,"2015","12","",NA
"713","Year over Year","X2015.12",5.57,"2015","12","5.57",5.57
"714","3-Year Average","X2015.12",-12.35,"2015","12","-12.35",-12.35
"715","5-Year Average","X2015.12",8.26,"2015","12","8.26",8.26
"716","10-Year Average","X2015.12",6.06,"2015","12","6.06",6.06
"717","Year over Year","X2015.12",341.67,"2015","12","341.67",341.67
"718","3-Year Average","X2015.12",125.67,"2015","12","125.67",125.67
"719","5-Year Average","X2015.12",11.93,"2015","12","11.93",11.93
"720","10-Year Average","X2015.12",5.68,"2015","12","5.68",5.68
"721","Year over Year","X2015.12",308.54,"2015","12","308.54",308.54
"722","3-Year Average","X2015.12",129.13,"2015","12","129.13",129.13
"723","5-Year Average","X2015.12",12.05,"2015","12","12.05",12.05
"724","10-Year Average","X2015.12",4.77,"2015","12","4.77",4.77
"725","Year over Year","X2015.12",280.31,"2015","12","280.31",280.31
"726","3-Year Average","X2015.12",134.81,"2015","12","134.81",134.81
"727","5-Year Average","X2015.12",16.18,"2015","12","16.18",16.18
"728","10-Year Average","X2015.12",6.74,"2015","12","6.74",6.74
"729","Operating Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"730","Free Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"731","Cap Ex as a % of Sales","X2015.12",NA,"2015","12","",NA
"732","Free Cash Flow/Sales %","X2015.12",0.2433,"2015","12","24.33",24.33
"733","Free Cash Flow/Net Income","X2015.12",2.46,"2015","12","2.46",2.46
"734","Cash & Short-Term Investments","X2015.12",3.4,"2015","12","3.40",3.4
"735","Accounts Receivable","X2015.12",NA,"2015","12","",NA
"736","Inventory","X2015.12",NA,"2015","12","",NA
"737","Other Current Assets","X2015.12",NA,"2015","12","",NA
"738","Total Current Assets","X2015.12",NA,"2015","12","",NA
"739","Net PP&E","X2015.12",NA,"2015","12","",NA
"740","Intangibles","X2015.12",NA,"2015","12","",NA
"741","Other Long-Term Assets","X2015.12",NA,"2015","12","",NA
"742","Total Assets","X2015.12",100,"2015","12","100.00",100
"743","Accounts Payable","X2015.12",2.35,"2015","12","2.35",2.35
"744","Short-Term Debt","X2015.12",0.16,"2015","12","0.16",0.16
"745","Taxes Payable","X2015.12",1.15,"2015","12","1.15",1.15
"746","Accrued Liabilities","X2015.12",NA,"2015","12","",NA
"747","Other Short-Term Liabilities","X2015.12",NA,"2015","12","",NA
"748","Total Current Liabilities","X2015.12",NA,"2015","12","",NA
"749","Long-Term Debt","X2015.12",3.74,"2015","12","3.74",3.74
"750","Other Long-Term Liabilities","X2015.12",NA,"2015","12","",NA
"751","Total Liabilities","X2015.12",94.47,"2015","12","94.47",94.47
"752","Total Stockholders' Equity","X2015.12",5.53,"2015","12","5.53",5.53
"753","Total Liabilities & Equity","X2015.12",100,"2015","12","100.00",100
"754","Current Ratio","X2015.12",NA,"2015","12","",NA
"755","Quick Ratio","X2015.12",NA,"2015","12","",NA
"756","Financial Leverage","X2015.12",18.08,"2015","12","18.08",18.08
"757","Debt/Equity","X2015.12",0.68,"2015","12","0.68",0.68
"758","Days Sales Outstanding","X2015.12",NA,"2015","12","",NA
"759","Days Inventory","X2015.12",NA,"2015","12","",NA
"760","Payables Period","X2015.12",NA,"2015","12","",NA
"761","Cash Conversion Cycle","X2015.12",NA,"2015","12","",NA
"762","Receivables Turnover","X2015.12",NA,"2015","12","",NA
"763","Inventory Turnover","X2015.12",NA,"2015","12","",NA
"764","Fixed Assets Turnover","X2015.12",NA,"2015","12","",NA
"765","Asset Turnover","X2015.12",0.07,"2015","12","0.07",0.07
"766","Revenue USD Mil","X2016.12",58779000000,"2016","12","58,779",58779
"767","Gross Margin %","X2016.12",NA,"2016","12","",NA
"768","Operating Income USD Mil","X2016.12",5705000000,"2016","12","5,705",5705
"769","Operating Margin %","X2016.12",0.097,"2016","12","9.7",9.7
"770","Net Income USD Mil","X2016.12",4368000000,"2016","12","4,368",4368
"771","Earnings Per Share USD","X2016.12",9.71,"2016","12","9.71",9.71
"772","Dividends USD","X2016.12",2.8,"2016","12","2.80",2.8
"773","Payout Ratio % *","X2016.12",0.263,"2016","12","26.3",26.3
"774","Shares Mil","X2016.12",447000000,"2016","12","447",447
"775","Book Value Per Share * USD","X2016.12",131.37,"2016","12","131.37",131.37
"776","Operating Cash Flow USD Mil","X2016.12",14778000000,"2016","12","14,778",14778
"777","Cap Spending USD Mil","X2016.12",NA,"2016","12","",NA
"778","Free Cash Flow USD Mil","X2016.12",14778000000,"2016","12","14,778",14778
"779","Free Cash Flow Per Share * USD","X2016.12",42.35,"2016","12","42.35",42.35
"780","Working Capital USD Mil","X2016.12",NA,"2016","12","",NA
"781","Revenue","X2016.12",100,"2016","12","100.00",100
"782","COGS","X2016.12",NA,"2016","12","",NA
"783","Gross Margin","X2016.12",NA,"2016","12","",NA
"784","SG&A","X2016.12",20.04,"2016","12","20.04",20.04
"785","R&D","X2016.12",NA,"2016","12","",NA
"786","Other","X2016.12",70.25,"2016","12","70.25",70.25
"787","Operating Margin","X2016.12",9.71,"2016","12","9.71",9.71
"788","Net Int Inc & Other","X2016.12",NA,"2016","12","",NA
"789","EBT Margin","X2016.12",9.71,"2016","12","9.71",9.71
"790","Tax Rate %","X2016.12",0.234,"2016","12","23.40",23.4
"791","Net Margin %","X2016.12",0.0743,"2016","12","7.43",7.43
"792","Asset Turnover (Average)","X2016.12",0.08,"2016","12","0.08",0.08
"793","Return on Assets %","X2016.12",0.0057,"2016","12","0.57",0.57
"794","Financial Leverage (Average)","X2016.12",17.09,"2016","12","17.09",17.09
"795","Return on Equity %","X2016.12",0.0996,"2016","12","9.96",9.96
"796","Return on Invested Capital %","X2016.12",NA,"2016","12","",NA
"797","Interest Coverage","X2016.12",NA,"2016","12","",NA
"798","Year over Year","X2016.12",2.91,"2016","12","2.91",2.91
"799","3-Year Average","X2016.12",12.34,"2016","12","12.34",12.34
"800","5-Year Average","X2016.12",3.69,"2016","12","3.69",3.69
"801","10-Year Average","X2016.12",6.11,"2016","12","6.11",6.11
"802","Year over Year","X2016.12",-26.57,"2016","12","-26.57",-26.57
"803","3-Year Average","X2016.12",NA,"2016","12","",NA
"804","5-Year Average","X2016.12",2.2,"2016","12","2.20",2.2
"805","10-Year Average","X2016.12",2.62,"2016","12","2.62",2.62
"806","Year over Year","X2016.12",-22.58,"2016","12","-22.58",-22.58
"807","3-Year Average","X2016.12",NA,"2016","12","",NA
"808","5-Year Average","X2016.12",3.57,"2016","12","3.57",3.57
"809","10-Year Average","X2016.12",2.45,"2016","12","2.45",2.45
"810","Year over Year","X2016.12",-20.21,"2016","12","-20.21",-20.21
"811","3-Year Average","X2016.12",NA,"2016","12","",NA
"812","5-Year Average","X2016.12",6.11,"2016","12","6.11",6.11
"813","10-Year Average","X2016.12",4.1,"2016","12","4.10",4.1
"814","Operating Cash Flow Growth % YOY","X2016.12",6.35,"2016","12","635.00",635
"815","Free Cash Flow Growth % YOY","X2016.12",6.35,"2016","12","635.00",635
"816","Cap Ex as a % of Sales","X2016.12",NA,"2016","12","",NA
"817","Free Cash Flow/Sales %","X2016.12",0.2514,"2016","12","25.14",25.14
"818","Free Cash Flow/Net Income","X2016.12",3.38,"2016","12","3.38",3.38
"819","Cash & Short-Term Investments","X2016.12",2.76,"2016","12","2.76",2.76
"820","Accounts Receivable","X2016.12",NA,"2016","12","",NA
"821","Inventory","X2016.12",NA,"2016","12","",NA
"822","Other Current Assets","X2016.12",NA,"2016","12","",NA
"823","Total Current Assets","X2016.12",NA,"2016","12","",NA
"824","Net PP&E","X2016.12",NA,"2016","12","",NA
"825","Intangibles","X2016.12",NA,"2016","12","",NA
"826","Other Long-Term Assets","X2016.12",NA,"2016","12","",NA
"827","Total Assets","X2016.12",100,"2016","12","100.00",100
"828","Accounts Payable","X2016.12",2.61,"2016","12","2.61",2.61
"829","Short-Term Debt","X2016.12",0.14,"2016","12","0.14",0.14
"830","Taxes Payable","X2016.12",1.33,"2016","12","1.33",1.33
"831","Accrued Liabilities","X2016.12",NA,"2016","12","",NA
"832","Other Short-Term Liabilities","X2016.12",NA,"2016","12","",NA
"833","Total Current Liabilities","X2016.12",NA,"2016","12","",NA
"834","Long-Term Debt","X2016.12",2.58,"2016","12","2.58",2.58
"835","Other Long-Term Liabilities","X2016.12",NA,"2016","12","",NA
"836","Total Liabilities","X2016.12",94.15,"2016","12","94.15",94.15
"837","Total Stockholders' Equity","X2016.12",5.85,"2016","12","5.85",5.85
"838","Total Liabilities & Equity","X2016.12",100,"2016","12","100.00",100
"839","Current Ratio","X2016.12",NA,"2016","12","",NA
"840","Quick Ratio","X2016.12",NA,"2016","12","",NA
"841","Financial Leverage","X2016.12",17.09,"2016","12","17.09",17.09
"842","Debt/Equity","X2016.12",0.44,"2016","12","0.44",0.44
"843","Days Sales Outstanding","X2016.12",NA,"2016","12","",NA
"844","Days Inventory","X2016.12",NA,"2016","12","",NA
"845","Payables Period","X2016.12",NA,"2016","12","",NA
"846","Cash Conversion Cycle","X2016.12",NA,"2016","12","",NA
"847","Receivables Turnover","X2016.12",NA,"2016","12","",NA
"848","Inventory Turnover","X2016.12",NA,"2016","12","",NA
"849","Fixed Assets Turnover","X2016.12",NA,"2016","12","",NA
"850","Asset Turnover","X2016.12",0.08,"2016","12","0.08",0.08
"851","Revenue USD Mil","TTM",58120000000,NA,NA,"58,120",58120
"852","Gross Margin %","TTM",NA,NA,NA,"",NA
"853","Operating Income USD Mil","TTM",5715000000,NA,NA,"5,715",5715
"854","Operating Margin %","TTM",0.098,NA,NA,"9.8",9.8
"855","Net Income USD Mil","TTM",4401000000,NA,NA,"4,401",4401
"856","Earnings Per Share USD","TTM",9.87,NA,NA,"9.87",9.87
"857","Dividends USD","TTM",2.85,NA,NA,"2.85",2.85
"858","Payout Ratio % *","TTM",0.288,NA,NA,"28.8",28.8
"859","Shares Mil","TTM",443000000,NA,NA,"443",443
"860","Book Value Per Share * USD","TTM",109.05,NA,NA,"109.05",109.05
"861","Operating Cash Flow USD Mil","TTM",10097000000,NA,NA,"10,097",10097
"862","Cap Spending USD Mil","TTM",NA,NA,NA,"",NA
"863","Free Cash Flow USD Mil","TTM",10097000000,NA,NA,"10,097",10097
"864","Free Cash Flow Per Share * USD","TTM",NA,NA,NA,"",NA
"865","Working Capital USD Mil","TTM",NA,NA,NA,"",NA
"866","Revenue","TTM",100,NA,NA,"100.00",100
"867","COGS","TTM",NA,NA,NA,"",NA
"868","Gross Margin","TTM",NA,NA,NA,"",NA
"869","SG&A","TTM",20.43,NA,NA,"20.43",20.43
"870","R&D","TTM",NA,NA,NA,"",NA
"871","Other","TTM",69.73,NA,NA,"69.73",69.73
"872","Operating Margin","TTM",9.83,NA,NA,"9.83",9.83
"873","Net Int Inc & Other","TTM",NA,NA,NA,"",NA
"874","EBT Margin","TTM",9.83,NA,NA,"9.83",9.83
"875","Tax Rate %","TTM",0.2383,NA,NA,"23.83",23.83
"876","Net Margin %","TTM",0.0757,NA,NA,"7.57",7.57
"877","Asset Turnover (Average)","TTM",0.07,NA,NA,"0.07",0.07
"878","Return on Assets %","TTM",0.0056,NA,NA,"0.56",0.56
"879","Financial Leverage (Average)","TTM",17.04,NA,NA,"17.04",17.04
"880","Return on Equity %","TTM",0.0916,NA,NA,"9.16",9.16
"881","Return on Invested Capital %","TTM",NA,NA,NA,"",NA
"882","Interest Coverage","TTM",NA,NA,NA,"",NA
"883","Year over Year","TTM",-4.6,NA,NA,"-4.60",-4.6
"884","3-Year Average","TTM",NA,NA,NA,"",NA
"885","5-Year Average","TTM",NA,NA,NA,"",NA
"886","10-Year Average","TTM",NA,NA,NA,"",NA
"887","Year over Year","TTM",0.58,NA,NA,"0.58",0.58
"888","3-Year Average","TTM",NA,NA,NA,"",NA
"889","5-Year Average","TTM",NA,NA,NA,"",NA
"890","10-Year Average","TTM",NA,NA,NA,"",NA
"891","Year over Year","TTM",NA,NA,NA,"",NA
"892","3-Year Average","TTM",NA,NA,NA,"",NA
"893","5-Year Average","TTM",NA,NA,NA,"",NA
"894","10-Year Average","TTM",NA,NA,NA,"",NA
"895","Year over Year","TTM",5.46,NA,NA,"5.46",5.46
"896","3-Year Average","TTM",NA,NA,NA,"",NA
"897","5-Year Average","TTM",NA,NA,NA,"",NA
"898","10-Year Average","TTM",NA,NA,NA,"",NA
"899","Operating Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"900","Free Cash Flow Growth % YOY","TTM",NA,NA,NA,"",NA
"901","Cap Ex as a % of Sales","TTM",NA,NA,NA,"",NA
"902","Free Cash Flow/Sales %","TTM",0.1737,NA,NA,"17.37",17.37
"903","Free Cash Flow/Net Income","TTM",2.29,NA,NA,"2.29",2.29
"904","Cash & Short-Term Investments","TTM",2.32,NA,NA,"2.32",2.32
"905","Accounts Receivable","TTM",NA,NA,NA,"",NA
"906","Inventory","TTM",NA,NA,NA,"",NA
"907","Other Current Assets","TTM",NA,NA,NA,"",NA
"908","Total Current Assets","TTM",NA,NA,NA,"",NA
"909","Net PP&E","TTM",NA,NA,NA,"",NA
"910","Intangibles","TTM",NA,NA,NA,"",NA
"911","Other Long-Term Assets","TTM",NA,NA,NA,"",NA
"912","Total Assets","TTM",100,NA,NA,"100.00",100
"913","Accounts Payable","TTM",2.59,NA,NA,"2.59",2.59
"914","Short-Term Debt","TTM",0.18,NA,NA,"0.18",0.18
"915","Taxes Payable","TTM",1.33,NA,NA,"1.33",1.33
"916","Accrued Liabilities","TTM",NA,NA,NA,"",NA
"917","Other Short-Term Liabilities","TTM",NA,NA,NA,"",NA
"918","Total Current Liabilities","TTM",NA,NA,NA,"",NA
"919","Long-Term Debt","TTM",2.52,NA,NA,"2.52",2.52
"920","Other Long-Term Liabilities","TTM",NA,NA,NA,"",NA
"921","Total Liabilities","TTM",94.13,NA,NA,"94.13",94.13
"922","Total Stockholders' Equity","TTM",5.87,NA,NA,"5.87",5.87
"923","Total Liabilities & Equity","TTM",100,NA,NA,"100.00",100
"924","Current Ratio","TTM",NA,NA,NA,"",NA
"925","Quick Ratio","TTM",NA,NA,NA,"",NA
"926","Financial Leverage","TTM",17.04,NA,NA,"17.04",17.04
"927","Debt/Equity","TTM",0.42,NA,NA,"0.42",0.42
"928","Days Sales Outstanding","TTM",NA,NA,NA,"",NA
"929","Days Inventory","TTM",NA,NA,NA,"",NA
"930","Payables Period","TTM",NA,NA,NA,"",NA
"931","Cash Conversion Cycle","TTM",NA,NA,NA,"",NA
"932","Receivables Turnover","TTM",NA,NA,NA,"",NA
"933","Inventory Turnover","TTM",NA,NA,NA,"",NA
"934","Fixed Assets Turnover","TTM",NA,NA,NA,"",NA
"935","Asset Turnover","TTM",0.07,NA,NA,"0.07",0.07
