"","metric","variable","value","year","month","raw_value","untrans_value"
"108","Net Int Inc & Other","X2008.06",-6.35,"2008","06","-6.35",-6.35
"109","EBT Margin","X2008.06",42.68,"2008","06","42.68",42.68
"110","Tax Rate %","X2008.06",0.2291,"2008","06","22.91",22.91
"111","Net Margin %","X2008.06",0.3236,"2008","06","32.36",32.36
"112","Asset Turnover (Average)","X2008.06",0.03,"2008","06","0.03",0.03
"113","Return on Assets %","X2008.06",0.0104,"2008","06","1.04",1.04
"114","Financial Leverage (Average)","X2008.06",19.76,"2008","06","19.76",19.76
"115","Return on Equity %","X2008.06",0.199,"2008","06","19.90",19.9
"116","Return on Invested Capital %","X2008.06",NA,"2008","06","",NA
"117","Interest Coverage","X2008.06",NA,"2008","06","",NA
"118","Year over Year","X2008.06",-10.32,"2008","06","-10.32",-10.32
"119","3-Year Average","X2008.06",-6.6,"2008","06","-6.60",-6.6
"120","5-Year Average","X2008.06",8.85,"2008","06","8.85",8.85
"121","10-Year Average","X2008.06",10.35,"2008","06","10.35",10.35
"122","Year over Year","X2008.06",-4.33,"2008","06","-4.33",-4.33
"123","3-Year Average","X2008.06",3.52,"2008","06","3.52",3.52
"124","5-Year Average","X2008.06",16.02,"2008","06","16.02",16.02
"125","10-Year Average","X2008.06",16.64,"2008","06","16.64",16.64
"126","Year over Year","X2008.06",7.18,"2008","06","7.18",7.18
"127","3-Year Average","X2008.06",6.28,"2008","06","6.28",6.28
"128","5-Year Average","X2008.06",18.95,"2008","06","18.95",18.95
"129","10-Year Average","X2008.06",15.96,"2008","06","15.96",15.96
"130","Year over Year","X2008.06",2.65,"2008","06","2.65",2.65
"131","3-Year Average","X2008.06",4.79,"2008","06","4.79",4.79
"132","5-Year Average","X2008.06",17.26,"2008","06","17.26",17.26
"133","10-Year Average","X2008.06",11.52,"2008","06","11.52",11.52
"134","Operating Cash Flow Growth % YOY","X2008.06",NA,"2008","06","",NA
"135","Free Cash Flow Growth % YOY","X2008.06",NA,"2008","06","",NA
"136","Cap Ex as a % of Sales","X2008.06",0.0648,"2008","06","6.48",6.48
"137","Free Cash Flow/Sales %","X2008.06",-0.2063,"2008","06","-20.63",-20.63
"138","Free Cash Flow/Net Income","X2008.06",-0.63,"2008","06","-0.63",-0.63
"139","Cash & Short-Term Investments","X2008.06",3.02,"2008","06","3.02",3.02
"140","Accounts Receivable","X2008.06",NA,"2008","06","",NA
"141","Inventory","X2008.06",NA,"2008","06","",NA
"142","Other Current Assets","X2008.06",NA,"2008","06","",NA
"143","Total Current Assets","X2008.06",NA,"2008","06","",NA
"144","Net PP&E","X2008.06",0.34,"2008","06","0.34",0.34
"145","Intangibles","X2008.06",1.69,"2008","06","1.69",1.69
"146","Other Long-Term Assets","X2008.06",NA,"2008","06","",NA
"147","Total Assets","X2008.06",100,"2008","06","100.00",100
"148","Accounts Payable","X2008.06",1.54,"2008","06","1.54",1.54
"149","Short-Term Debt","X2008.06",24.97,"2008","06","24.97",24.97
"150","Taxes Payable","X2008.06",NA,"2008","06","",NA
"151","Accrued Liabilities","X2008.06",NA,"2008","06","",NA
"152","Other Short-Term Liabilities","X2008.06",NA,"2008","06","",NA
"153","Total Current Liabilities","X2008.06",NA,"2008","06","",NA
"154","Long-Term Debt","X2008.06",NA,"2008","06","",NA
"155","Other Long-Term Liabilities","X2008.06",NA,"2008","06","",NA
"156","Total Liabilities","X2008.06",94.75,"2008","06","94.75",94.75
"157","Total Stockholders' Equity","X2008.06",5.25,"2008","06","5.25",5.25
"158","Total Liabilities & Equity","X2008.06",100,"2008","06","100.00",100
"159","Current Ratio","X2008.06",NA,"2008","06","",NA
"160","Quick Ratio","X2008.06",NA,"2008","06","",NA
"161","Financial Leverage","X2008.06",19.76,"2008","06","19.76",19.76
"162","Debt/Equity","X2008.06",NA,"2008","06","",NA
"163","Days Sales Outstanding","X2008.06",NA,"2008","06","",NA
"164","Days Inventory","X2008.06",NA,"2008","06","",NA
"165","Payables Period","X2008.06",NA,"2008","06","",NA
"166","Cash Conversion Cycle","X2008.06",NA,"2008","06","",NA
"167","Receivables Turnover","X2008.06",NA,"2008","06","",NA
"168","Inventory Turnover","X2008.06",NA,"2008","06","",NA
"169","Fixed Assets Turnover","X2008.06",9.53,"2008","06","9.53",9.53
"170","Asset Turnover","X2008.06",0.03,"2008","06","0.03",0.03
"171","Revenue AUD Mil","X2009.06",17376000000,"2009","06","17,376",17376
"172","Gross Margin %","X2009.06",NA,"2009","06","",NA
"173","Operating Income AUD Mil","X2009.06",6449000000,"2009","06","6,449",6449
"174","Operating Margin %","X2009.06",0.371,"2009","06","37.1",37.1
"175","Net Income AUD Mil","X2009.06",4723000000,"2009","06","4,723",4723
"176","Earnings Per Share AUD","X2009.06",3.12,"2009","06","3.12",3.12
"177","Dividends AUD","X2009.06",NA,"2009","06","",NA
"178","Payout Ratio % *","X2009.06",NA,"2009","06","",NA
"179","Shares Mil","X2009.06",1497000000,"2009","06","1,497",1497
"180","Book Value Per Share * AUD","X2009.06",NA,"2009","06","",NA
"181","Operating Cash Flow AUD Mil","X2009.06",1476000000,"2009","06","1,476",1476
"182","Cap Spending AUD Mil","X2009.06",-1469000000,"2009","06","-1,469",-1469
"183","Free Cash Flow AUD Mil","X2009.06",7000000,"2009","06","7",7
"184","Free Cash Flow Per Share * AUD","X2009.06",NA,"2009","06","",NA
"185","Working Capital AUD Mil","X2009.06",NA,"2009","06","",NA
"186","Revenue","X2009.06",100,"2009","06","100.00",100
"187","COGS","X2009.06",NA,"2009","06","",NA
"188","Gross Margin","X2009.06",NA,"2009","06","",NA
"189","SG&A","X2009.06",31.2,"2009","06","31.20",31.2
"190","R&D","X2009.06",NA,"2009","06","",NA
"191","Other","X2009.06",14.15,"2009","06","14.15",14.15
"192","Operating Margin","X2009.06",37.11,"2009","06","37.11",37.11
"193","Net Int Inc & Other","X2009.06",-17.54,"2009","06","-17.54",-17.54
"194","EBT Margin","X2009.06",37.11,"2009","06","37.11",37.11
"195","Tax Rate %","X2009.06",0.263,"2009","06","26.30",26.3
"196","Net Margin %","X2009.06",0.2685,"2009","06","26.85",26.85
"197","Asset Turnover (Average)","X2009.06",0.03,"2009","06","0.03",0.03
"198","Return on Assets %","X2009.06",0.0084,"2009","06","0.84",0.84
"199","Financial Leverage (Average)","X2009.06",20.69,"2009","06","20.69",20.69
"200","Return on Equity %","X2009.06",0.1707,"2009","06","17.07",17.07
"201","Return on Invested Capital %","X2009.06",NA,"2009","06","",NA
"202","Interest Coverage","X2009.06",NA,"2009","06","",NA
"203","Year over Year","X2009.06",18.56,"2009","06","18.56",18.56
"204","3-Year Average","X2009.06",4.29,"2009","06","4.29",4.29
"205","5-Year Average","X2009.06",4.41,"2009","06","4.41",4.41
"206","10-Year Average","X2009.06",11.77,"2009","06","11.77",11.77
"207","Year over Year","X2009.06",3.1,"2009","06","3.10",3.1
"208","3-Year Average","X2009.06",3.25,"2009","06","3.25",3.25
"209","5-Year Average","X2009.06",10.91,"2009","06","10.91",10.91
"210","10-Year Average","X2009.06",11.56,"2009","06","11.56",11.56
"211","Year over Year","X2009.06",-1.42,"2009","06","-1.42",-1.42
"212","3-Year Average","X2009.06",6.34,"2009","06","6.34",6.34
"213","5-Year Average","X2009.06",12.92,"2009","06","12.92",12.92
"214","10-Year Average","X2009.06",12.75,"2009","06","12.75",12.75
"215","Year over Year","X2009.06",-10.12,"2009","06","-10.12",-10.12
"216","3-Year Average","X2009.06",0.56,"2009","06","0.56",0.56
"217","5-Year Average","X2009.06",9.75,"2009","06","9.75",9.75
"218","10-Year Average","X2009.06",7.41,"2009","06","7.41",7.41
"219","Operating Cash Flow Growth % YOY","X2009.06",NA,"2009","06","",NA
"220","Free Cash Flow Growth % YOY","X2009.06",NA,"2009","06","",NA
"221","Cap Ex as a % of Sales","X2009.06",0.0845,"2009","06","8.45",8.45
"222","Free Cash Flow/Sales %","X2009.06",0.0004,"2009","06","0.04",0.04
"223","Free Cash Flow/Net Income","X2009.06",NA,"2009","06","",NA
"224","Cash & Short-Term Investments","X2009.06",1.83,"2009","06","1.83",1.83
"225","Accounts Receivable","X2009.06",NA,"2009","06","",NA
"226","Inventory","X2009.06",NA,"2009","06","",NA
"227","Other Current Assets","X2009.06",NA,"2009","06","",NA
"228","Total Current Assets","X2009.06",NA,"2009","06","",NA
"229","Net PP&E","X2009.06",0.4,"2009","06","0.40",0.4
"230","Intangibles","X2009.06",1.49,"2009","06","1.49",1.49
"231","Other Long-Term Assets","X2009.06",NA,"2009","06","",NA
"232","Total Assets","X2009.06",100,"2009","06","100.00",100
"233","Accounts Payable","X2009.06",1.37,"2009","06","1.37",1.37
"234","Short-Term Debt","X2009.06",21.22,"2009","06","21.22",21.22
"235","Taxes Payable","X2009.06",NA,"2009","06","",NA
"236","Accrued Liabilities","X2009.06",NA,"2009","06","",NA
"237","Other Short-Term Liabilities","X2009.06",NA,"2009","06","",NA
"238","Total Current Liabilities","X2009.06",NA,"2009","06","",NA
"239","Long-Term Debt","X2009.06",NA,"2009","06","",NA
"240","Other Long-Term Liabilities","X2009.06",NA,"2009","06","",NA
"241","Total Liabilities","X2009.06",95.02,"2009","06","95.02",95.02
"242","Total Stockholders' Equity","X2009.06",4.98,"2009","06","4.98",4.98
"243","Total Liabilities & Equity","X2009.06",100,"2009","06","100.00",100
"244","Current Ratio","X2009.06",NA,"2009","06","",NA
"245","Quick Ratio","X2009.06",NA,"2009","06","",NA
"246","Financial Leverage","X2009.06",20.69,"2009","06","20.69",20.69
"247","Debt/Equity","X2009.06",NA,"2009","06","",NA
"248","Days Sales Outstanding","X2009.06",NA,"2009","06","",NA
"249","Days Inventory","X2009.06",NA,"2009","06","",NA
"250","Payables Period","X2009.06",NA,"2009","06","",NA
"251","Cash Conversion Cycle","X2009.06",NA,"2009","06","",NA
"252","Receivables Turnover","X2009.06",NA,"2009","06","",NA
"253","Inventory Turnover","X2009.06",NA,"2009","06","",NA
"254","Fixed Assets Turnover","X2009.06",8.45,"2009","06","8.45",8.45
"255","Asset Turnover","X2009.06",0.03,"2009","06","0.03",0.03
"256","Revenue AUD Mil","X2010.06",21492000000,"2010","06","21,492",21492
"257","Gross Margin %","X2010.06",NA,"2010","06","",NA
"258","Operating Income AUD Mil","X2010.06",8193000000,"2010","06","8,193",8193
"259","Operating Margin %","X2010.06",0.381,"2010","06","38.1",38.1
"260","Net Income AUD Mil","X2010.06",5664000000,"2010","06","5,664",5664
"261","Earnings Per Share AUD","X2010.06",3.52,"2010","06","3.52",3.52
"262","Dividends AUD","X2010.06",NA,"2010","06","",NA
"263","Payout Ratio % *","X2010.06",NA,"2010","06","",NA
"264","Shares Mil","X2010.06",1594000000,"2010","06","1,594",1594
"265","Book Value Per Share * AUD","X2010.06",18.7,"2010","06","18.70",18.7
"266","Operating Cash Flow AUD Mil","X2010.06",3445000000,"2010","06","3,445",3445
"267","Cap Spending AUD Mil","X2010.06",-747000000,"2010","06","-747",-747
"268","Free Cash Flow AUD Mil","X2010.06",2698000000,"2010","06","2,698",2698
"269","Free Cash Flow Per Share * AUD","X2010.06",1.44,"2010","06","1.44",1.44
"270","Working Capital AUD Mil","X2010.06",NA,"2010","06","",NA
"271","Revenue","X2010.06",100,"2010","06","100.00",100
"272","COGS","X2010.06",NA,"2010","06","",NA
"273","Gross Margin","X2010.06",NA,"2010","06","",NA
"274","SG&A","X2010.06",28.18,"2010","06","28.18",28.18
"275","R&D","X2010.06",NA,"2010","06","",NA
"276","Other","X2010.06",22.63,"2010","06","22.63",22.63
"277","Operating Margin","X2010.06",38.12,"2010","06","38.12",38.12
"278","Net Int Inc & Other","X2010.06",-11.07,"2010","06","-11.07",-11.07
"279","EBT Margin","X2010.06",38.12,"2010","06","38.12",38.12
"280","Tax Rate %","X2010.06",0.3067,"2010","06","30.67",30.67
"281","Net Margin %","X2010.06",0.2614,"2010","06","26.14",26.14
"282","Asset Turnover (Average)","X2010.06",0.03,"2010","06","0.03",0.03
"283","Return on Assets %","X2010.06",0.0089,"2010","06","0.89",0.89
"284","Financial Leverage (Average)","X2010.06",18.95,"2010","06","18.95",18.95
"285","Return on Equity %","X2010.06",0.1753,"2010","06","17.53",17.53
"286","Return on Invested Capital %","X2010.06",NA,"2010","06","",NA
"287","Interest Coverage","X2010.06",NA,"2010","06","",NA
"288","Year over Year","X2010.06",23.69,"2010","06","23.69",23.69
"289","3-Year Average","X2010.06",9.56,"2010","06","9.56",9.56
"290","5-Year Average","X2010.06",3.62,"2010","06","3.62",3.62
"291","10-Year Average","X2010.06",13.35,"2010","06","13.35",13.35
"292","Year over Year","X2010.06",27.04,"2010","06","27.04",27.04
"293","3-Year Average","X2010.06",7.81,"2010","06","7.81",7.81
"294","5-Year Average","X2010.06",7.76,"2010","06","7.76",7.76
"295","10-Year Average","X2010.06",8.76,"2010","06","8.76",8.76
"296","Year over Year","X2010.06",19.92,"2010","06","19.92",19.92
"297","3-Year Average","X2010.06",8.21,"2010","06","8.21",8.21
"298","5-Year Average","X2010.06",7.25,"2010","06","7.25",7.25
"299","10-Year Average","X2010.06",7.69,"2010","06","7.69",7.69
"300","Year over Year","X2010.06",13.02,"2010","06","13.02",13.02
"301","3-Year Average","X2010.06",1.4,"2010","06","1.40",1.4
"302","5-Year Average","X2010.06",3.17,"2010","06","3.17",3.17
"303","10-Year Average","X2010.06",1.97,"2010","06","1.97",1.97
"304","Operating Cash Flow Growth % YOY","X2010.06",NA,"2010","06","",NA
"305","Free Cash Flow Growth % YOY","X2010.06",NA,"2010","06","",NA
"306","Cap Ex as a % of Sales","X2010.06",0.0348,"2010","06","3.48",3.48
"307","Free Cash Flow/Sales %","X2010.06",0.1255,"2010","06","12.55",12.55
"308","Free Cash Flow/Net Income","X2010.06",0.48,"2010","06","0.48",0.48
"309","Cash & Short-Term Investments","X2010.06",1.57,"2010","06","1.57",1.57
"310","Accounts Receivable","X2010.06",NA,"2010","06","",NA
"311","Inventory","X2010.06",NA,"2010","06","",NA
"312","Other Current Assets","X2010.06",NA,"2010","06","",NA
"313","Total Current Assets","X2010.06",NA,"2010","06","",NA
"314","Net PP&E","X2010.06",0.36,"2010","06","0.36",0.36
"315","Intangibles","X2010.06",1.46,"2010","06","1.46",1.46
"316","Other Long-Term Assets","X2010.06",NA,"2010","06","",NA
"317","Total Assets","X2010.06",100,"2010","06","100.00",100
"318","Accounts Payable","X2010.06",1.55,"2010","06","1.55",1.55
"319","Short-Term Debt","X2010.06",23.89,"2010","06","23.89",23.89
"320","Taxes Payable","X2010.06",NA,"2010","06","",NA
"321","Accrued Liabilities","X2010.06",NA,"2010","06","",NA
"322","Other Short-Term Liabilities","X2010.06",NA,"2010","06","",NA
"323","Total Current Liabilities","X2010.06",NA,"2010","06","",NA
"324","Long-Term Debt","X2010.06",NA,"2010","06","",NA
"325","Other Long-Term Liabilities","X2010.06",NA,"2010","06","",NA
"326","Total Liabilities","X2010.06",94.58,"2010","06","94.58",94.58
"327","Total Stockholders' Equity","X2010.06",5.42,"2010","06","5.42",5.42
"328","Total Liabilities & Equity","X2010.06",100,"2010","06","100.00",100
"329","Current Ratio","X2010.06",NA,"2010","06","",NA
"330","Quick Ratio","X2010.06",NA,"2010","06","",NA
"331","Financial Leverage","X2010.06",18.95,"2010","06","18.95",18.95
"332","Debt/Equity","X2010.06",NA,"2010","06","",NA
"333","Days Sales Outstanding","X2010.06",NA,"2010","06","",NA
"334","Days Inventory","X2010.06",NA,"2010","06","",NA
"335","Payables Period","X2010.06",NA,"2010","06","",NA
"336","Cash Conversion Cycle","X2010.06",NA,"2010","06","",NA
"337","Receivables Turnover","X2010.06",NA,"2010","06","",NA
"338","Inventory Turnover","X2010.06",NA,"2010","06","",NA
"339","Fixed Assets Turnover","X2010.06",8.91,"2010","06","8.91",8.91
"340","Asset Turnover","X2010.06",0.03,"2010","06","0.03",0.03
"341","Revenue AUD Mil","X2011.06",21518000000,"2011","06","21,518",21518
"342","Gross Margin %","X2011.06",NA,"2011","06","",NA
"343","Operating Income AUD Mil","X2011.06",9057000000,"2011","06","9,057",9057
"344","Operating Margin %","X2011.06",0.421,"2011","06","42.1",42.1
"345","Net Income AUD Mil","X2011.06",6394000000,"2011","06","6,394",6394
"346","Earnings Per Share AUD","X2011.06",3.93,"2011","06","3.93",3.93
"347","Dividends AUD","X2011.06",3.14,"2011","06","3.14",3.14
"348","Payout Ratio % *","X2011.06",0.769,"2011","06","76.9",76.9
"349","Shares Mil","X2011.06",1553000000,"2011","06","1,553",1553
"350","Book Value Per Share * AUD","X2011.06",24.53,"2011","06","24.53",24.53
"351","Operating Cash Flow AUD Mil","X2011.06",17667000000,"2011","06","17,667",17667
"352","Cap Spending AUD Mil","X2011.06",-976000000,"2011","06","-976",-976
"353","Free Cash Flow AUD Mil","X2011.06",16691000000,"2011","06","16,691",16691
"354","Free Cash Flow Per Share * AUD","X2011.06",11.48,"2011","06","11.48",11.48
"355","Working Capital AUD Mil","X2011.06",NA,"2011","06","",NA
"356","Revenue","X2011.06",100,"2011","06","100.00",100
"357","COGS","X2011.06",NA,"2011","06","",NA
"358","Gross Margin","X2011.06",NA,"2011","06","",NA
"359","SG&A","X2011.06",29.64,"2011","06","29.64",29.64
"360","R&D","X2011.06",NA,"2011","06","",NA
"361","Other","X2011.06",22.32,"2011","06","22.32",22.32
"362","Operating Margin","X2011.06",42.09,"2011","06","42.09",42.09
"363","Net Int Inc & Other","X2011.06",-5.95,"2011","06","-5.95",-5.95
"364","EBT Margin","X2011.06",42.09,"2011","06","42.09",42.09
"365","Tax Rate %","X2011.06",0.2923,"2011","06","29.23",29.23
"366","Net Margin %","X2011.06",0.2952,"2011","06","29.52",29.52
"367","Asset Turnover (Average)","X2011.06",0.03,"2011","06","0.03",0.03
"368","Return on Assets %","X2011.06",0.0097,"2011","06","0.97",0.97
"369","Financial Leverage (Average)","X2011.06",18.65,"2011","06","18.65",18.65
"370","Return on Equity %","X2011.06",0.1817,"2011","06","18.17",18.17
"371","Return on Invested Capital %","X2011.06",NA,"2011","06","",NA
"372","Interest Coverage","X2011.06",NA,"2011","06","",NA
"373","Year over Year","X2011.06",0.12,"2011","06","0.12",0.12
"374","3-Year Average","X2011.06",13.66,"2011","06","13.66",13.66
"375","5-Year Average","X2011.06",7.03,"2011","06","7.03",7.03
"376","10-Year Average","X2011.06",9.32,"2011","06","9.32",9.32
"377","Year over Year","X2011.06",10.55,"2011","06","10.55",10.55
"378","3-Year Average","X2011.06",13.13,"2011","06","13.13",13.13
"379","5-Year Average","X2011.06",9.1,"2011","06","9.10",9.1
"380","10-Year Average","X2011.06",10.28,"2011","06","10.28",10.28
"381","Year over Year","X2011.06",12.89,"2011","06","12.89",12.89
"382","3-Year Average","X2011.06",10.1,"2011","06","10.10",10.1
"383","5-Year Average","X2011.06",10.24,"2011","06","10.24",10.24
"384","10-Year Average","X2011.06",10.3,"2011","06","10.30",10.3
"385","Year over Year","X2011.06",11.55,"2011","06","11.55",11.55
"386","3-Year Average","X2011.06",4.25,"2011","06","4.25",4.25
"387","5-Year Average","X2011.06",5.09,"2011","06","5.09",5.09
"388","10-Year Average","X2011.06",7.6,"2011","06","7.60",7.6
"389","Operating Cash Flow Growth % YOY","X2011.06",NA,"2011","06","",NA
"390","Free Cash Flow Growth % YOY","X2011.06",NA,"2011","06","",NA
"391","Cap Ex as a % of Sales","X2011.06",0.0454,"2011","06","4.54",4.54
"392","Free Cash Flow/Sales %","X2011.06",0.7757,"2011","06","77.57",77.57
"393","Free Cash Flow/Net Income","X2011.06",2.61,"2011","06","2.61",2.61
"394","Cash & Short-Term Investments","X2011.06",1.98,"2011","06","1.98",1.98
"395","Accounts Receivable","X2011.06",NA,"2011","06","",NA
"396","Inventory","X2011.06",NA,"2011","06","",NA
"397","Other Current Assets","X2011.06",NA,"2011","06","",NA
"398","Total Current Assets","X2011.06",NA,"2011","06","",NA
"399","Net PP&E","X2011.06",0.35,"2011","06","0.35",0.35
"400","Intangibles","X2011.06",1.44,"2011","06","1.44",1.44
"401","Other Long-Term Assets","X2011.06",NA,"2011","06","",NA
"402","Total Assets","X2011.06",100,"2011","06","100.00",100
"403","Accounts Payable","X2011.06",1.59,"2011","06","1.59",1.59
"404","Short-Term Debt","X2011.06",21.75,"2011","06","21.75",21.75
"405","Taxes Payable","X2011.06",NA,"2011","06","",NA
"406","Accrued Liabilities","X2011.06",NA,"2011","06","",NA
"407","Other Short-Term Liabilities","X2011.06",NA,"2011","06","",NA
