"","metric","variable","value","year","month","raw_value","untrans_value"
"408","Total Current Liabilities","X2011.06",NA,"2011","06","",NA
"409","Long-Term Debt","X2011.06",NA,"2011","06","",NA
"410","Other Long-Term Liabilities","X2011.06",NA,"2011","06","",NA
"411","Total Liabilities","X2011.06",94.5,"2011","06","94.50",94.5
"412","Total Stockholders' Equity","X2011.06",5.5,"2011","06","5.50",5.5
"413","Total Liabilities & Equity","X2011.06",100,"2011","06","100.00",100
"414","Current Ratio","X2011.06",NA,"2011","06","",NA
"415","Quick Ratio","X2011.06",NA,"2011","06","",NA
"416","Financial Leverage","X2011.06",18.65,"2011","06","18.65",18.65
"417","Debt/Equity","X2011.06",NA,"2011","06","",NA
"418","Days Sales Outstanding","X2011.06",NA,"2011","06","",NA
"419","Days Inventory","X2011.06",NA,"2011","06","",NA
"420","Payables Period","X2011.06",NA,"2011","06","",NA
"421","Cash Conversion Cycle","X2011.06",NA,"2011","06","",NA
"422","Receivables Turnover","X2011.06",NA,"2011","06","",NA
"423","Inventory Turnover","X2011.06",NA,"2011","06","",NA
"424","Fixed Assets Turnover","X2011.06",9.12,"2011","06","9.12",9.12
"425","Asset Turnover","X2011.06",0.03,"2011","06","0.03",0.03
"426","Revenue AUD Mil","X2012.06",22057000000,"2012","06","22,057",22057
"427","Gross Margin %","X2012.06",NA,"2012","06","",NA
"428","Operating Income AUD Mil","X2012.06",9964000000,"2012","06","9,964",9964
"429","Operating Margin %","X2012.06",0.452,"2012","06","45.2",45.2
"430","Net Income AUD Mil","X2012.06",7090000000,"2012","06","7,090",7090
"431","Earnings Per Share AUD","X2012.06",4.31,"2012","06","4.31",4.31
"432","Dividends AUD","X2012.06",3.04,"2012","06","3.04",3.04
"433","Payout Ratio % *","X2012.06",0.769,"2012","06","76.9",76.9
"434","Shares Mil","X2012.06",1647000000,"2012","06","1,647",1647
"435","Book Value Per Share * AUD","X2012.06",22.55,"2012","06","22.55",22.55
"436","Operating Cash Flow AUD Mil","X2012.06",-2884000000,"2012","06","-2,884",-2884
"437","Cap Spending AUD Mil","X2012.06",-1169000000,"2012","06","-1,169",-1169
"438","Free Cash Flow AUD Mil","X2012.06",-4053000000,"2012","06","-4,053",-4053
"439","Free Cash Flow Per Share * AUD","X2012.06",10.78,"2012","06","10.78",10.78
"440","Working Capital AUD Mil","X2012.06",NA,"2012","06","",NA
"441","Revenue","X2012.06",100,"2012","06","100.00",100
"442","COGS","X2012.06",NA,"2012","06","",NA
"443","Gross Margin","X2012.06",NA,"2012","06","",NA
"444","SG&A","X2012.06",29.36,"2012","06","29.36",29.36
"445","R&D","X2012.06",NA,"2012","06","",NA
"446","Other","X2012.06",20.53,"2012","06","20.53",20.53
"447","Operating Margin","X2012.06",45.17,"2012","06","45.17",45.17
"448","Net Int Inc & Other","X2012.06",-4.94,"2012","06","-4.94",-4.94
"449","EBT Margin","X2012.06",45.17,"2012","06","45.17",45.17
"450","Tax Rate %","X2012.06",0.2868,"2012","06","28.68",28.68
"451","Net Margin %","X2012.06",0.3214,"2012","06","32.14",32.14
"452","Asset Turnover (Average)","X2012.06",0.03,"2012","06","0.03",0.03
"453","Return on Assets %","X2012.06",0.0102,"2012","06","1.02",1.02
"454","Financial Leverage (Average)","X2012.06",17.91,"2012","06","17.91",17.91
"455","Return on Equity %","X2012.06",0.1868,"2012","06","18.68",18.68
"456","Return on Invested Capital %","X2012.06",NA,"2012","06","",NA
"457","Interest Coverage","X2012.06",NA,"2012","06","",NA
"458","Year over Year","X2012.06",2.5,"2012","06","2.50",2.5
"459","3-Year Average","X2012.06",8.28,"2012","06","8.28",8.28
"460","5-Year Average","X2012.06",6.18,"2012","06","6.18",6.18
"461","10-Year Average","X2012.06",9.3,"2012","06","9.30",9.3
"462","Year over Year","X2012.06",10.01,"2012","06","10.01",10.01
"463","3-Year Average","X2012.06",15.61,"2012","06","15.61",15.61
"464","5-Year Average","X2012.06",8.79,"2012","06","8.79",8.79
"465","10-Year Average","X2012.06",10.8,"2012","06","10.80",10.8
"466","Year over Year","X2012.06",10.89,"2012","06","10.89",10.89
"467","3-Year Average","X2012.06",14.5,"2012","06","14.50",14.5
"468","5-Year Average","X2012.06",9.66,"2012","06","9.66",9.66
"469","10-Year Average","X2012.06",10.32,"2012","06","10.32",10.32
"470","Year over Year","X2012.06",9.57,"2012","06","9.57",9.57
"471","3-Year Average","X2012.06",11.37,"2012","06","11.37",11.37
"472","5-Year Average","X2012.06",4.97,"2012","06","4.97",4.97
"473","10-Year Average","X2012.06",7.54,"2012","06","7.54",7.54
"474","Operating Cash Flow Growth % YOY","X2012.06",NA,"2012","06","",NA
"475","Free Cash Flow Growth % YOY","X2012.06",NA,"2012","06","",NA
"476","Cap Ex as a % of Sales","X2012.06",0.053,"2012","06","5.30",5.3
"477","Free Cash Flow/Sales %","X2012.06",-0.1838,"2012","06","-18.38",-18.38
"478","Free Cash Flow/Net Income","X2012.06",-0.57,"2012","06","-0.57",-0.57
"479","Cash & Short-Term Investments","X2012.06",2.74,"2012","06","2.74",2.74
"480","Accounts Receivable","X2012.06",NA,"2012","06","",NA
"481","Inventory","X2012.06",NA,"2012","06","",NA
"482","Other Current Assets","X2012.06",NA,"2012","06","",NA
"483","Total Current Assets","X2012.06",NA,"2012","06","",NA
"484","Net PP&E","X2012.06",0.35,"2012","06","0.35",0.35
"485","Intangibles","X2012.06",1.43,"2012","06","1.43",1.43
"486","Other Long-Term Assets","X2012.06",NA,"2012","06","",NA
"487","Total Assets","X2012.06",100,"2012","06","100.00",100
"488","Accounts Payable","X2012.06",1.33,"2012","06","1.33",1.33
"489","Short-Term Debt","X2012.06",21.8,"2012","06","21.80",21.8
"490","Taxes Payable","X2012.06",NA,"2012","06","",NA
"491","Accrued Liabilities","X2012.06",NA,"2012","06","",NA
"492","Other Short-Term Liabilities","X2012.06",NA,"2012","06","",NA
"493","Total Current Liabilities","X2012.06",NA,"2012","06","",NA
"494","Long-Term Debt","X2012.06",NA,"2012","06","",NA
"495","Other Long-Term Liabilities","X2012.06",NA,"2012","06","",NA
"496","Total Liabilities","X2012.06",94.29,"2012","06","94.29",94.29
"497","Total Stockholders' Equity","X2012.06",5.71,"2012","06","5.71",5.71
"498","Total Liabilities & Equity","X2012.06",100,"2012","06","100.00",100
"499","Current Ratio","X2012.06",NA,"2012","06","",NA
"500","Quick Ratio","X2012.06",NA,"2012","06","",NA
"501","Financial Leverage","X2012.06",17.91,"2012","06","17.91",17.91
"502","Debt/Equity","X2012.06",NA,"2012","06","",NA
"503","Days Sales Outstanding","X2012.06",NA,"2012","06","",NA
"504","Days Inventory","X2012.06",NA,"2012","06","",NA
"505","Payables Period","X2012.06",NA,"2012","06","",NA
"506","Cash Conversion Cycle","X2012.06",NA,"2012","06","",NA
"507","Receivables Turnover","X2012.06",NA,"2012","06","",NA
"508","Inventory Turnover","X2012.06",NA,"2012","06","",NA
"509","Fixed Assets Turnover","X2012.06",9.06,"2012","06","9.06",9.06
"510","Asset Turnover","X2012.06",0.03,"2012","06","0.03",0.03
"511","Revenue AUD Mil","X2013.06",24062000000,"2013","06","24,062",24062
"512","Gross Margin %","X2013.06",NA,"2013","06","",NA
"513","Operating Income AUD Mil","X2013.06",10728000000,"2013","06","10,728",10728
"514","Operating Margin %","X2013.06",0.446,"2013","06","44.6",44.6
"515","Net Income AUD Mil","X2013.06",7677000000,"2013","06","7,677",7677
"516","Earnings Per Share AUD","X2013.06",4.62,"2013","06","4.62",4.62
"517","Dividends AUD","X2013.06",1.64,"2013","06","1.64",1.64
"518","Payout Ratio % *","X2013.06",0.705,"2013","06","70.5",70.5
"519","Shares Mil","X2013.06",1662000000,"2013","06","1,662",1662
"520","Book Value Per Share * AUD","X2013.06",23.05,"2013","06","23.05",23.05
"521","Operating Cash Flow AUD Mil","X2013.06",6577000000,"2013","06","6,577",6577
"522","Cap Spending AUD Mil","X2013.06",-1106000000,"2013","06","-1,106",-1106
"523","Free Cash Flow AUD Mil","X2013.06",5471000000,"2013","06","5,471",5471
"524","Free Cash Flow Per Share * AUD","X2013.06",-2.28,"2013","06","-2.28",-2.28
"525","Working Capital AUD Mil","X2013.06",NA,"2013","06","",NA
"526","Revenue","X2013.06",100,"2013","06","100.00",100
"527","COGS","X2013.06",NA,"2013","06","",NA
"528","Gross Margin","X2013.06",NA,"2013","06","",NA
"529","SG&A","X2013.06",27.88,"2013","06","27.88",27.88
"530","R&D","X2013.06",NA,"2013","06","",NA
"531","Other","X2013.06",22.77,"2013","06","22.77",22.77
"532","Operating Margin","X2013.06",44.58,"2013","06","44.58",44.58
"533","Net Int Inc & Other","X2013.06",-4.76,"2013","06","-4.76",-4.76
"534","EBT Margin","X2013.06",44.58,"2013","06","44.58",44.58
"535","Tax Rate %","X2013.06",0.2829,"2013","06","28.29",28.29
"536","Net Margin %","X2013.06",0.3191,"2013","06","31.91",31.91
"537","Asset Turnover (Average)","X2013.06",0.03,"2013","06","0.03",0.03
"538","Return on Assets %","X2013.06",0.0104,"2013","06","1.04",1.04
"539","Financial Leverage (Average)","X2013.06",16.77,"2013","06","16.77",16.77
"540","Return on Equity %","X2013.06",0.1805,"2013","06","18.05",18.05
"541","Return on Invested Capital %","X2013.06",NA,"2013","06","",NA
"542","Interest Coverage","X2013.06",NA,"2013","06","",NA
"543","Year over Year","X2013.06",9.09,"2013","06","9.09",9.09
"544","3-Year Average","X2013.06",3.84,"2013","06","3.84",3.84
"545","5-Year Average","X2013.06",10.42,"2013","06","10.42",10.42
"546","10-Year Average","X2013.06",9.64,"2013","06","9.64",9.64
"547","Year over Year","X2013.06",7.67,"2013","06","7.67",7.67
"548","3-Year Average","X2013.06",9.4,"2013","06","9.40",9.4
"549","5-Year Average","X2013.06",11.39,"2013","06","11.39",11.39
"550","10-Year Average","X2013.06",13.68,"2013","06","13.68",13.68
"551","Year over Year","X2013.06",8.28,"2013","06","8.28",8.28
"552","3-Year Average","X2013.06",10.67,"2013","06","10.67",10.67
"553","5-Year Average","X2013.06",9.89,"2013","06","9.89",9.89
"554","10-Year Average","X2013.06",14.33,"2013","06","14.33",14.33
"555","Year over Year","X2013.06",7.3,"2013","06","7.30",7.3
"556","3-Year Average","X2013.06",9.46,"2013","06","9.46",9.46
"557","5-Year Average","X2013.06",5.9,"2013","06","5.90",5.9
"558","10-Year Average","X2013.06",11.44,"2013","06","11.44",11.44
"559","Operating Cash Flow Growth % YOY","X2013.06",NA,"2013","06","",NA
"560","Free Cash Flow Growth % YOY","X2013.06",NA,"2013","06","",NA
"561","Cap Ex as a % of Sales","X2013.06",0.046,"2013","06","4.60",4.6
"562","Free Cash Flow/Sales %","X2013.06",0.2274,"2013","06","22.74",22.74
"563","Free Cash Flow/Net Income","X2013.06",0.71,"2013","06","0.71",0.71
"564","Cash & Short-Term Investments","X2013.06",2.74,"2013","06","2.74",2.74
"565","Accounts Receivable","X2013.06",NA,"2013","06","",NA
"566","Inventory","X2013.06",NA,"2013","06","",NA
"567","Other Current Assets","X2013.06",NA,"2013","06","",NA
"568","Total Current Assets","X2013.06",NA,"2013","06","",NA
"569","Net PP&E","X2013.06",0.36,"2013","06","0.36",0.36
"570","Intangibles","X2013.06",1.38,"2013","06","1.38",1.38
"571","Other Long-Term Assets","X2013.06",NA,"2013","06","",NA
"572","Total Assets","X2013.06",100,"2013","06","100.00",100
"573","Accounts Payable","X2013.06",1.33,"2013","06","1.33",1.33
"574","Short-Term Debt","X2013.06",21.86,"2013","06","21.86",21.86
"575","Taxes Payable","X2013.06",NA,"2013","06","",NA
"576","Accrued Liabilities","X2013.06",NA,"2013","06","",NA
"577","Other Short-Term Liabilities","X2013.06",NA,"2013","06","",NA
"578","Total Current Liabilities","X2013.06",NA,"2013","06","",NA
"579","Long-Term Debt","X2013.06",NA,"2013","06","",NA
"580","Other Long-Term Liabilities","X2013.06",NA,"2013","06","",NA
"581","Total Liabilities","X2013.06",94.04,"2013","06","94.04",94.04
"582","Total Stockholders' Equity","X2013.06",5.96,"2013","06","5.96",5.96
"583","Total Liabilities & Equity","X2013.06",100,"2013","06","100.00",100
"584","Current Ratio","X2013.06",NA,"2013","06","",NA
"585","Quick Ratio","X2013.06",NA,"2013","06","",NA
"586","Financial Leverage","X2013.06",16.77,"2013","06","16.77",16.77
"587","Debt/Equity","X2013.06",NA,"2013","06","",NA
"588","Days Sales Outstanding","X2013.06",NA,"2013","06","",NA
"589","Days Inventory","X2013.06",NA,"2013","06","",NA
"590","Payables Period","X2013.06",NA,"2013","06","",NA
"591","Cash Conversion Cycle","X2013.06",NA,"2013","06","",NA
"592","Receivables Turnover","X2013.06",NA,"2013","06","",NA
"593","Inventory Turnover","X2013.06",NA,"2013","06","",NA
"594","Fixed Assets Turnover","X2013.06",9.22,"2013","06","9.22",9.22
"595","Asset Turnover","X2013.06",0.03,"2013","06","0.03",0.03
"596","Revenue AUD Mil","X2014.06",25768000000,"2014","06","25,768",25768
"597","Gross Margin %","X2014.06",NA,"2014","06","",NA
"598","Operating Income AUD Mil","X2014.06",11997000000,"2014","06","11,997",11997
"599","Operating Margin %","X2014.06",0.466,"2014","06","46.6",46.6
"600","Net Income AUD Mil","X2014.06",8631000000,"2014","06","8,631",8631
"601","Earnings Per Share AUD","X2014.06",5.19,"2014","06","5.19",5.19
"602","Dividends AUD","X2014.06",3.92,"2014","06","3.92",3.92
"603","Payout Ratio % *","X2014.06",0.355,"2014","06","35.5",35.5
"604","Shares Mil","X2014.06",1663000000,"2014","06","1,663",1663
"605","Book Value Per Share * AUD","X2014.06",26.05,"2014","06","26.05",26.05
"606","Operating Cash Flow AUD Mil","X2014.06",3963000000,"2014","06","3,963",3963
"607","Cap Spending AUD Mil","X2014.06",-913000000,"2014","06","-913",-913
"608","Free Cash Flow AUD Mil","X2014.06",3050000000,"2014","06","3,050",3050
"609","Free Cash Flow Per Share * AUD","X2014.06",3.1,"2014","06","3.10",3.1
"610","Working Capital AUD Mil","X2014.06",NA,"2014","06","",NA
"611","Revenue","X2014.06",100,"2014","06","100.00",100
"612","COGS","X2014.06",NA,"2014","06","",NA
"613","Gross Margin","X2014.06",NA,"2014","06","",NA
"614","SG&A","X2014.06",25.52,"2014","06","25.52",25.52
"615","R&D","X2014.06",NA,"2014","06","",NA
"616","Other","X2014.06",24.36,"2014","06","24.36",24.36
"617","Operating Margin","X2014.06",46.56,"2014","06","46.56",46.56
"618","Net Int Inc & Other","X2014.06",-3.56,"2014","06","-3.56",-3.56
"619","EBT Margin","X2014.06",46.56,"2014","06","46.56",46.56
"620","Tax Rate %","X2014.06",0.279,"2014","06","27.90",27.9
"621","Net Margin %","X2014.06",0.335,"2014","06","33.50",33.5
"622","Asset Turnover (Average)","X2014.06",0.03,"2014","06","0.03",0.03
"623","Return on Assets %","X2014.06",0.0112,"2014","06","1.12",1.12
"624","Financial Leverage (Average)","X2014.06",16.21,"2014","06","16.21",16.21
"625","Return on Equity %","X2014.06",0.1841,"2014","06","18.41",18.41
"626","Return on Invested Capital %","X2014.06",NA,"2014","06","",NA
"627","Interest Coverage","X2014.06",NA,"2014","06","",NA
"628","Year over Year","X2014.06",7.09,"2014","06","7.09",7.09
"629","3-Year Average","X2014.06",6.19,"2014","06","6.19",6.19
"630","5-Year Average","X2014.06",8.2,"2014","06","8.20",8.2
"631","10-Year Average","X2014.06",6.29,"2014","06","6.29",6.29
"632","Year over Year","X2014.06",11.83,"2014","06","11.83",11.83
"633","3-Year Average","X2014.06",9.82,"2014","06","9.82",9.82
"634","5-Year Average","X2014.06",13.22,"2014","06","13.22",13.22
"635","10-Year Average","X2014.06",12.06,"2014","06","12.06",12.06
"636","Year over Year","X2014.06",12.43,"2014","06","12.43",12.43
"637","3-Year Average","X2014.06",10.52,"2014","06","10.52",10.52
"638","5-Year Average","X2014.06",12.82,"2014","06","12.82",12.82
"639","10-Year Average","X2014.06",12.87,"2014","06","12.87",12.87
"640","Year over Year","X2014.06",12.36,"2014","06","12.36",12.36
"641","3-Year Average","X2014.06",9.72,"2014","06","9.72",9.72
"642","5-Year Average","X2014.06",10.74,"2014","06","10.74",10.74
"643","10-Year Average","X2014.06",10.24,"2014","06","10.24",10.24
"644","Operating Cash Flow Growth % YOY","X2014.06",NA,"2014","06","",NA
"645","Free Cash Flow Growth % YOY","X2014.06",NA,"2014","06","",NA
"646","Cap Ex as a % of Sales","X2014.06",0.0354,"2014","06","3.54",3.54
"647","Free Cash Flow/Sales %","X2014.06",0.1184,"2014","06","11.84",11.84
"648","Free Cash Flow/Net Income","X2014.06",0.35,"2014","06","0.35",0.35
"649","Cash & Short-Term Investments","X2014.06",3.34,"2014","06","3.34",3.34
"650","Accounts Receivable","X2014.06",NA,"2014","06","",NA
"651","Inventory","X2014.06",NA,"2014","06","",NA
"652","Other Current Assets","X2014.06",NA,"2014","06","",NA
"653","Total Current Assets","X2014.06",NA,"2014","06","",NA
"654","Net PP&E","X2014.06",0.36,"2014","06","0.36",0.36
"655","Intangibles","X2014.06",1.24,"2014","06","1.24",1.24
"656","Other Long-Term Assets","X2014.06",NA,"2014","06","",NA
"657","Total Assets","X2014.06",100,"2014","06","100.00",100
"658","Accounts Payable","X2014.06",1.32,"2014","06","1.32",1.32
"659","Short-Term Debt","X2014.06",21.76,"2014","06","21.76",21.76
"660","Taxes Payable","X2014.06",NA,"2014","06","",NA
"661","Accrued Liabilities","X2014.06",NA,"2014","06","",NA
"662","Other Short-Term Liabilities","X2014.06",NA,"2014","06","",NA
"663","Total Current Liabilities","X2014.06",NA,"2014","06","",NA
"664","Long-Term Debt","X2014.06",NA,"2014","06","",NA
"665","Other Long-Term Liabilities","X2014.06",NA,"2014","06","",NA
"666","Total Liabilities","X2014.06",93.83,"2014","06","93.83",93.83
"667","Total Stockholders' Equity","X2014.06",6.17,"2014","06","6.17",6.17
"668","Total Liabilities & Equity","X2014.06",100,"2014","06","100.00",100
"669","Current Ratio","X2014.06",NA,"2014","06","",NA
"670","Quick Ratio","X2014.06",NA,"2014","06","",NA
"671","Financial Leverage","X2014.06",16.21,"2014","06","16.21",16.21
"672","Debt/Equity","X2014.06",NA,"2014","06","",NA
"673","Days Sales Outstanding","X2014.06",NA,"2014","06","",NA
"674","Days Inventory","X2014.06",NA,"2014","06","",NA
"675","Payables Period","X2014.06",NA,"2014","06","",NA
"676","Cash Conversion Cycle","X2014.06",NA,"2014","06","",NA
"677","Receivables Turnover","X2014.06",NA,"2014","06","",NA
"678","Inventory Turnover","X2014.06",NA,"2014","06","",NA
"679","Fixed Assets Turnover","X2014.06",9.31,"2014","06","9.31",9.31
"680","Asset Turnover","X2014.06",0.03,"2014","06","0.03",0.03
"681","Revenue AUD Mil","X2015.06",27005000000,"2015","06","27,005",27005
"682","Gross Margin %","X2015.06",NA,"2015","06","",NA
"683","Operating Income AUD Mil","X2015.06",12612000000,"2015","06","12,612",12612
"684","Operating Margin %","X2015.06",0.467,"2015","06","46.7",46.7
"685","Net Income AUD Mil","X2015.06",9063000000,"2015","06","9,063",9063
"686","Earnings Per Share AUD","X2015.06",5.29,"2015","06","5.29",5.29
"687","Dividends AUD","X2015.06",3.98,"2015","06","3.98",3.98
"688","Payout Ratio % *","X2015.06",0.754,"2015","06","75.4",75.4
"689","Shares Mil","X2015.06",1714000000,"2015","06","1,714",1714
"690","Book Value Per Share * AUD","X2015.06",22.94,"2015","06","22.94",22.94
"691","Operating Cash Flow AUD Mil","X2015.06",7183000000,"2015","06","7,183",7183
"692","Cap Spending AUD Mil","X2015.06",-1128000000,"2015","06","-1,128",-1128
"693","Free Cash Flow AUD Mil","X2015.06",6055000000,"2015","06","6,055",6055
"694","Free Cash Flow Per Share * AUD","X2015.06",1.41,"2015","06","1.41",1.41
"695","Working Capital AUD Mil","X2015.06",NA,"2015","06","",NA
"696","Revenue","X2015.06",100,"2015","06","100.00",100
"697","COGS","X2015.06",NA,"2015","06","",NA
"698","Gross Margin","X2015.06",NA,"2015","06","",NA
"699","SG&A","X2015.06",26,"2015","06","26.00",26
"700","R&D","X2015.06",NA,"2015","06","",NA
"701","Other","X2015.06",23.64,"2015","06","23.64",23.64
"702","Operating Margin","X2015.06",46.7,"2015","06","46.70",46.7
"703","Net Int Inc & Other","X2015.06",-3.66,"2015","06","-3.66",-3.66
"704","EBT Margin","X2015.06",46.7,"2015","06","46.70",46.7
"705","Tax Rate %","X2015.06",0.2797,"2015","06","27.97",27.97
"706","Net Margin %","X2015.06",0.3356,"2015","06","33.56",33.56
"707","Asset Turnover (Average)","X2015.06",0.03,"2015","06","0.03",0.03
"708","Return on Assets %","X2015.06",0.0109,"2015","06","1.09",1.09
"709","Financial Leverage (Average)","X2015.06",16.65,"2015","06","16.65",16.65
"710","Return on Equity %","X2015.06",0.179,"2015","06","17.90",17.9
"711","Return on Invested Capital %","X2015.06",NA,"2015","06","",NA
"712","Interest Coverage","X2015.06",NA,"2015","06","",NA
"713","Year over Year","X2015.06",4.8,"2015","06","4.80",4.8
"714","3-Year Average","X2015.06",6.98,"2015","06","6.98",6.98
"715","5-Year Average","X2015.06",4.67,"2015","06","4.67",4.67
"716","10-Year Average","X2015.06",4.15,"2015","06","4.15",4.15
"717","Year over Year","X2015.06",5.13,"2015","06","5.13",5.13
"718","3-Year Average","X2015.06",8.17,"2015","06","8.17",8.17
"719","5-Year Average","X2015.06",9.01,"2015","06","9.01",9.01
"720","10-Year Average","X2015.06",8.38,"2015","06","8.38",8.38
"721","Year over Year","X2015.06",5.01,"2015","06","5.01",5.01
"722","3-Year Average","X2015.06",8.53,"2015","06","8.53",8.53
"723","5-Year Average","X2015.06",9.86,"2015","06","9.86",9.86
"724","10-Year Average","X2015.06",8.55,"2015","06","8.55",8.55
"725","Year over Year","X2015.06",1.86,"2015","06","1.86",1.86
"726","3-Year Average","X2015.06",7.09,"2015","06","7.09",7.09
"727","5-Year Average","X2015.06",8.46,"2015","06","8.46",8.46
"728","10-Year Average","X2015.06",5.78,"2015","06","5.78",5.78
"729","Operating Cash Flow Growth % YOY","X2015.06",NA,"2015","06","",NA
"730","Free Cash Flow Growth % YOY","X2015.06",NA,"2015","06","",NA
"731","Cap Ex as a % of Sales","X2015.06",0.0418,"2015","06","4.18",4.18
"732","Free Cash Flow/Sales %","X2015.06",0.2242,"2015","06","22.42",22.42
"733","Free Cash Flow/Net Income","X2015.06",0.67,"2015","06","0.67",0.67
"734","Cash & Short-Term Investments","X2015.06",3.79,"2015","06","3.79",3.79
"735","Accounts Receivable","X2015.06",NA,"2015","06","",NA
"736","Inventory","X2015.06",NA,"2015","06","",NA
"737","Other Current Assets","X2015.06",NA,"2015","06","",NA
"738","Total Current Assets","X2015.06",NA,"2015","06","",NA
"739","Net PP&E","X2015.06",0.32,"2015","06","0.32",0.32
"740","Intangibles","X2015.06",1.14,"2015","06","1.14",1.14
"741","Other Long-Term Assets","X2015.06",NA,"2015","06","",NA
"742","Total Assets","X2015.06",100,"2015","06","100.00",100
"743","Accounts Payable","X2015.06",1.27,"2015","06","1.27",1.27
"744","Short-Term Debt","X2015.06",22.07,"2015","06","22.07",22.07
"745","Taxes Payable","X2015.06",NA,"2015","06","",NA
"746","Accrued Liabilities","X2015.06",NA,"2015","06","",NA
"747","Other Short-Term Liabilities","X2015.06",NA,"2015","06","",NA
"748","Total Current Liabilities","X2015.06",NA,"2015","06","",NA
"749","Long-Term Debt","X2015.06",NA,"2015","06","",NA
"750","Other Long-Term Liabilities","X2015.06",NA,"2015","06","",NA
"751","Total Liabilities","X2015.06",94,"2015","06","94.00",94
"752","Total Stockholders' Equity","X2015.06",6,"2015","06","6.00",6
"753","Total Liabilities & Equity","X2015.06",100,"2015","06","100.00",100
"754","Current Ratio","X2015.06",NA,"2015","06","",NA
"755","Quick Ratio","X2015.06",NA,"2015","06","",NA
"756","Financial Leverage","X2015.06",16.65,"2015","06","16.65",16.65
"757","Debt/Equity","X2015.06",NA,"2015","06","",NA
"758","Days Sales Outstanding","X2015.06",NA,"2015","06","",NA
"759","Days Inventory","X2015.06",NA,"2015","06","",NA
"760","Payables Period","X2015.06",NA,"2015","06","",NA
"761","Cash Conversion Cycle","X2015.06",NA,"2015","06","",NA
"762","Receivables Turnover","X2015.06",NA,"2015","06","",NA
"763","Inventory Turnover","X2015.06",NA,"2015","06","",NA
"764","Fixed Assets Turnover","X2015.06",9.56,"2015","06","9.56",9.56
"765","Asset Turnover","X2015.06",0.03,"2015","06","0.03",0.03
"766","Revenue AUD Mil","X2016.06",27497000000,"2016","06","27,497",27497
"767","Gross Margin %","X2016.06",NA,"2016","06","",NA
"768","Operating Income AUD Mil","X2016.06",12854000000,"2016","06","12,854",12854
"769","Operating Margin %","X2016.06",0.467,"2016","06","46.7",46.7
"770","Net Income AUD Mil","X2016.06",9227000000,"2016","06","9,227",9227
"771","Earnings Per Share AUD","X2016.06",5.29,"2016","06","5.29",5.29
"772","Dividends AUD","X2016.06",4.32,"2016","06","4.32",4.32
"773","Payout Ratio % *","X2016.06",0.754,"2016","06","75.4",75.4
"774","Shares Mil","X2016.06",1743000000,"2016","06","1,743",1743
"775","Book Value Per Share * AUD","X2016.06",22.88,"2016","06","22.88",22.88
"776","Operating Cash Flow AUD Mil","X2016.06",-4561000000,"2016","06","-4,561",-4561
"777","Cap Spending AUD Mil","X2016.06",-1768000000,"2016","06","-1,768",-1768
"778","Free Cash Flow AUD Mil","X2016.06",-6329000000,"2016","06","-6,329",-6329
"779","Free Cash Flow Per Share * AUD","X2016.06",2.63,"2016","06","2.63",2.63
"780","Working Capital AUD Mil","X2016.06",NA,"2016","06","",NA
"781","Revenue","X2016.06",100,"2016","06","100.00",100
"782","COGS","X2016.06",NA,"2016","06","",NA
"783","Gross Margin","X2016.06",NA,"2016","06","",NA
"784","SG&A","X2016.06",26.14,"2016","06","26.14",26.14
"785","R&D","X2016.06",NA,"2016","06","",NA
"786","Other","X2016.06",22.55,"2016","06","22.55",22.55
"787","Operating Margin","X2016.06",46.75,"2016","06","46.75",46.75
"788","Net Int Inc & Other","X2016.06",-4.57,"2016","06","-4.57",-4.57
"789","EBT Margin","X2016.06",46.75,"2016","06","46.75",46.75
"790","Tax Rate %","X2016.06",0.2806,"2016","06","28.06",28.06
"791","Net Margin %","X2016.06",0.3356,"2016","06","33.56",33.56
"792","Asset Turnover (Average)","X2016.06",0.03,"2016","06","0.03",0.03
"793","Return on Assets %","X2016.06",0.0102,"2016","06","1.02",1.02
"794","Financial Leverage (Average)","X2016.06",15.5,"2016","06","15.50",15.5
"795","Return on Equity %","X2016.06",0.1638,"2016","06","16.38",16.38
"796","Return on Invested Capital %","X2016.06",NA,"2016","06","",NA
"797","Interest Coverage","X2016.06",NA,"2016","06","",NA
"798","Year over Year","X2016.06",1.82,"2016","06","1.82",1.82
"799","3-Year Average","X2016.06",4.55,"2016","06","4.55",4.55
"800","5-Year Average","X2016.06",5.03,"2016","06","5.03",5.03
"801","10-Year Average","X2016.06",6.02,"2016","06","6.02",6.02
"802","Year over Year","X2016.06",1.92,"2016","06","1.92",1.92
"803","3-Year Average","X2016.06",6.21,"2016","06","6.21",6.21
"804","5-Year Average","X2016.06",7.25,"2016","06","7.25",7.25
"805","10-Year Average","X2016.06",8.17,"2016","06","8.17",8.17
"806","Year over Year","X2016.06",1.81,"2016","06","1.81",1.81
"807","3-Year Average","X2016.06",6.32,"2016","06","6.32",6.32
"808","5-Year Average","X2016.06",7.61,"2016","06","7.61",7.61
"809","10-Year Average","X2016.06",8.92,"2016","06","8.92",8.92
"810","Year over Year","X2016.06",0.14,"2016","06","0.14",0.14
"811","3-Year Average","X2016.06",4.65,"2016","06","4.65",4.65
"812","5-Year Average","X2016.06",6.15,"2016","06","6.15",6.15
"813","10-Year Average","X2016.06",5.62,"2016","06","5.62",5.62
